player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
277902,L. Tómasson,Logi Tómasson,"LB, LM",67,72,1400000,9000,24,9/13/2000,187,80,68.0,Süper Lig,748.0,Samsunspor,LB,17.0,,8/22/2023,2026.0,24,Iceland,LB,17.0,Left,3,3,1,Lean (185+),2900000.0,,,80.0,58.0,62.0,65.0,61.0,71.0,66,59,67,63,50,63,56,50,64,65,81,79,76,60,66,65,83,78,73,54,55,55,58,59,36,60,60,63,61,15,9,7,13,9,,64+2,64+2,64+2,65+0,63+0,63+0,63+0,65+0,63+2,63+2,63+2,65+2,62+2,62+2,62+2,65+2,65+2,62+2,62+2,62+2,65+2,65+2,63+2,63+2,63+2,65+2,17+2
252861,S. Russo,Stefano Russo,"CDM, CM, CB",68,74,1700000,9000,25,6/29/2000,183,75,20.0,2. Bundesliga,159.0,DSC Arminia Bielefeld,CDM,21.0,,7/1/2024,2026.0,21,Germany,,,Right,3,2,1,Normal (170-185),3000000.0,,"Dead Ball, Long Ball Pass, Intercept, Slide Tackle, Press Proven, Relentless",68.0,53.0,61.0,62.0,66.0,77.0,62,43,55,65,46,59,61,54,61,64,66,70,66,65,69,69,70,89,72,62,77,66,51,56,53,57,70,67,62,11,6,11,7,13,,58+2,58+2,58+2,60+0,59+0,59+0,59+0,60+0,60+2,60+2,60+2,62+2,63+2,63+2,63+2,62+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,15+2
243673,Park Jin Seob,Jin-seob Park박진섭,"CB, CDM, CM",71,71,1600000,8000,29,10/23/1995,184,80,83.0,K League 1,1477.0,Jeonbuk Hyundai Motors,CDM,4.0,,1/12/2022,2027.0,167,South Korea,,,Right,3,2,1,Normal (170-185),2000000.0,#Strength,"Long Ball Pass, Anticipate, Aerial Fortress, Bruiser",70.0,54.0,60.0,62.0,69.0,84.0,48,47,72,65,45,59,42,43,70,66,68,72,62,67,56,66,87,82,90,59,70,68,57,62,49,56,71,69,62,8,10,6,5,15,,63+2,63+2,63+2,60+0,62+0,62+0,62+0,60+0,62+2,62+2,62+2,62+2,65+2,65+2,65+2,62+2,66+2,69+2,69+2,69+2,66+2,67+2,71+0,71+0,71+0,67+2,16+2
258781,I. Zabarnyi,Illia ZabarnyiЗабарний Ілля Борисович,CB,79,84,24500000,65000,22,9/1/2002,189,80,16.0,Ligue 1,73.0,Paris Saint-Germain,SUB,6.0,,8/12/2025,2030.0,49,Ukraine,RCB,13.0,Right,3,2,1,Normal (185+),47200000.0,,"Long Ball Pass, Jockey, Intercept, Aerial Fortress",80.0,37.0,64.0,64.0,80.0,78.0,55,33,77,76,28,60,36,40,76,67,76,84,64,79,56,50,88,73,80,34,76,79,35,57,40,72,81,80,79,14,11,10,11,13,,57+2,57+2,57+2,60+0,59+0,59+0,59+0,60+0,61+2,61+2,61+2,64+2,67+2,67+2,67+2,64+2,74+2,76+2,76+2,76+2,74+2,76+2,79+2,79+2,79+2,76+2,19+2
260843,A. Zaroury,Anass Zarouryأنس الزعروري,"LW, CAM, LM",74,79,6500000,19000,24,11/7/2000,176,74,63.0,Super League,1884.0,Panathinaikos FC,SUB,9.0,,8/22/2024,2028.0,129,Morocco,,,Right,5,4,1,Normal (170-185),14800000.0,,"Precision Header, Technical",84.0,70.0,69.0,77.0,27.0,61.0,71,67,52,69,61,76,73,65,63,75,86,82,84,70,87,80,69,73,57,74,52,28,69,70,50,72,18,27,22,10,10,11,11,6,,70+2,70+2,70+2,74+0,73+0,73+0,73+0,74+0,72+2,72+2,72+2,73+2,66+2,66+2,66+2,73+2,55+2,50+2,50+2,50+2,55+2,51+2,41+2,41+2,41+2,51+2,16+2
244723,Felipe Silva,Felipe de Sousa Silva,ST,73,73,1900000,18000,33,4/3/1992,193,90,2012.0,Super League,116360.0,Chengdu Rongcheng,ST,9.0,,7/6/2021,2026.0,54,Brazil,,,Left,4,3,1,Normal (185+),2900000.0,#Strength,"Precision Header, Aerial Fortress, Press Proven, Bruiser, Enforcer",76.0,72.0,60.0,68.0,28.0,85.0,44,74,76,66,73,66,65,58,57,72,76,76,63,68,62,76,94,81,90,65,76,23,74,65,67,68,19,26,18,8,11,10,12,7,,73+0,73+0,73+0,68+0,71+0,71+0,71+0,68+0,68+2,68+2,68+2,67+2,63+2,63+2,63+2,67+2,50+2,51+2,51+2,51+2,50+2,47+2,48+2,48+2,48+2,47+2,16+2
236532,R. Koch,Robin Leon Koch,CB,82,82,26500000,45000,28,7/17/1996,192,85,19.0,Bundesliga,1824.0,Eintracht Frankfurt,LCB,4.0,,7/1/2024,2030.0,21,Germany,LCB,3.0,Right,4,2,3,Lean (185+),45100000.0,,"Precision Header, Aerial Fortress",66.0,44.0,63.0,66.0,83.0,81.0,41,40,86,81,29,60,31,28,73,75,59,72,61,82,53,58,85,77,82,42,82,78,52,64,38,82,84,86,75,9,6,15,8,6,,63+3,63+3,63+3,61+0,63+0,63+0,63+0,61+0,66+3,66+3,66+3,64+3,71+3,71+3,71+3,64+3,73+3,79+3,79+3,79+3,73+3,75+3,82+0,82+0,82+0,75+3,16+3
246263,M. Weigandt,Marcelo,"RB, RM, RW",69,73,1800000,9000,25,1/11/2000,175,72,39.0,Major League Soccer,112893.0,Inter Miami,SUB,57.0,Boca Juniors,,2025.0,52,Argentina,,,Right,2,3,1,Normal (170-185),,,Slide Tackle,78.0,47.0,57.0,67.0,65.0,76.0,61,40,62,63,62,67,65,32,52,62,75,81,73,65,76,59,77,82,73,42,75,63,65,52,40,69,61,69,68,8,9,14,10,15,,60+2,60+2,60+2,62+0,61+0,61+0,61+0,62+0,60+2,60+2,60+2,64+2,61+2,61+2,61+2,64+2,67+2,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,67+2,17+2
252936,A. Flips,Lauren,"LM, CAM, RM, LW",70,73,2100000,16000,25,1/18/2000,173,65,4.0,Pro League,229.0,RSC Anderlecht,SUB,70.0,,8/14/2023,2028.0,18,France,,,Right,3,3,1,Lean (170-185),3300000.0,,Whipped Pass,71.0,66.0,69.0,71.0,45.0,64.0,69,66,33,69,60,70,70,67,66,70,72,70,72,68,79,68,57,68,64,66,59,46,68,70,65,69,39,54,49,10,10,6,7,10,,64+2,64+2,64+2,69+0,68+0,68+0,68+0,69+0,69+2,69+2,69+2,69+2,67+2,67+2,67+2,69+2,61+2,59+2,59+2,59+2,61+2,58+2,52+2,52+2,52+2,58+2,16+2
262666,P. Treu,Philipp Treu,"LB, LM, RB",74,79,6000000,20000,24,12/3/2000,172,68,19.0,Bundesliga,25.0,SC Freiburg,SUB,29.0,,7/1/2023,2029.0,21,Germany,,,Right,3,3,1,Lean (170-185),10700000.0,,Anticipate,81.0,45.0,67.0,76.0,65.0,66.0,73,47,42,75,33,77,53,44,62,74,79,83,86,72,88,41,58,93,54,44,64,68,62,62,40,60,69,67,68,7,7,8,8,9,,59+2,59+2,59+2,70+0,66+0,66+0,66+0,70+0,69+2,69+2,69+2,72+2,69+2,69+2,69+2,72+2,74+2,70+2,70+2,70+2,74+2,72+2,64+2,64+2,64+2,72+2,15+2
261145,D. Špikić,Dario Špikić,"RW, RM, LW",69,69,1500000,7000,26,3/22/1999,183,79,308.0,Primeira Liga,744.0,Rio Ave FC,SUB,18.0,,8/15/2025,2028.0,10,Croatia,,,Right,4,4,1,Normal (170-185),3200000.0,,Rapid,83.0,65.0,62.0,73.0,52.0,60.0,64,63,49,64,61,74,66,62,61,77,81,85,72,59,65,69,69,67,64,68,38,64,60,58,65,59,47,52,45,13,8,6,14,7,,66+2,66+2,66+2,69+0,68+0,68+0,68+0,69+0,67+2,67+2,67+2,68+1,64+2,64+2,64+2,68+1,63+2,59+2,59+2,59+2,63+2,61+2,55+2,55+2,55+2,61+2,16+2
219167,S. Vittor,Sergio Javier Vittor,CB,70,70,275000,6000,36,6/9/1989,189,86,353.0,Liga Profesional de Fútbol,110404.0,CA Banfield,RCB,14.0,,7/1/2022,2030.0,52,Argentina,,,Right,3,2,1,Normal (185+),413000.0,,Precision Header,43.0,63.0,63.0,62.0,70.0,78.0,57,56,70,65,53,62,54,72,67,69,36,48,45,68,35,75,71,74,85,69,67,71,58,60,62,75,69,69,69,9,13,14,9,16,,63+2,63+2,63+2,59+0,62+0,62+0,62+0,59+0,61+2,61+2,61+2,61+2,66+2,66+2,66+2,61+2,65+2,69+1,69+1,69+1,65+2,65+2,70+0,70+0,70+0,65+2,18+2
239394,F. Flecker,Florian Flecker,"RM, RB, RW",66,66,850000,7000,29,10/29/1995,177,70,80.0,Bundesliga,252.0,LASK Linz,RES,29.0,,7/1/2021,2027.0,4,Austria,,,Right,3,3,1,Normal (170-185),1200000.0,#Acrobat,,84.0,60.0,57.0,68.0,57.0,71.0,62,63,43,58,55,65,45,58,52,68,87,81,91,61,80,62,67,85,66,56,66,60,56,57,47,52,59,59,57,12,7,15,9,8,,62+2,62+2,62+2,66+0,63+0,63+0,63+0,66+0,63+2,63+2,63+2,65+1,61+2,61+2,61+2,65+1,65+1,61+2,61+2,61+2,65+1,64+2,60+2,60+2,60+2,64+2,15+2
211786,Reis,Isnairo Reis Silva Morais,"ST, LM, LW, CAM",70,70,1300000,4000,32,1/6/1993,175,75,83.0,K League 1,112258.0,Gwangju FC,RS,17.0,,1/20/2025,2029.0,54,Brazil,,,Right,4,4,1,Lean (170-185),1600000.0,,"Finesse Shot, Dead Ball, Incisive Pass, Technical",80.0,71.0,63.0,72.0,33.0,63.0,57,70,55,68,66,71,62,71,59,71,79,80,82,69,82,74,72,77,63,69,44,27,72,63,72,56,45,22,17,14,8,16,14,6,,70+0,70+0,70+0,70+0,71+-1,71+-1,71+-1,70+0,70+0,70+0,70+0,69+1,63+2,63+2,63+2,69+1,53+2,51+2,51+2,51+2,53+2,50+2,44+2,44+2,44+2,50+2,17+2
202325,D. Demme,Diego Demme,"CDM, CM",71,71,925000,8000,33,11/21/1991,172,71,20.0,2. Bundesliga,166.0,Hertha BSC,CDM,6.0,,7/6/2024,2026.0,21,Germany,,,Right,4,3,1,Normal (170-185),1500000.0,,Slide Tackle,40.0,46.0,70.0,71.0,67.0,66.0,67,39,55,74,48,69,65,62,70,73,52,30,70,68,86,62,58,74,58,41,77,71,60,68,58,73,70,67,66,14,10,14,12,9,,56+2,56+2,56+2,61+0,61+0,61+0,61+0,61+0,64+2,64+2,64+2,64+2,68+2,68+2,68+2,64+2,67+2,70+1,70+1,70+1,67+2,65+2,66+2,66+2,66+2,65+2,18+2
245340,L. Sibley,Louie Joseph Sibley,"CAM, LM, LB, CM",67,72,1500000,5000,23,9/13/2001,180,74,14.0,Championship,1951.0,Oxford United,SUB,18.0,,7/3/2024,2027.0,14,England,,,Left,3,3,1,Lean (170-185),3000000.0,,,67.0,61.0,66.0,68.0,61.0,64.0,65,62,51,68,53,68,55,53,67,68,67,67,70,67,72,58,60,67,59,67,72,61,65,67,52,64,61,63,65,11,6,12,6,12,,63+2,63+2,63+2,67+0,66+0,66+0,66+0,67+0,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,64+2,15+2
258923,Arribas,Sergio Arribas Calvo,"CAM, RM, CM",74,79,6500000,8000,23,9/30/2001,173,66,54.0,La Liga 2,1861.0,UD Almería,CAM,11.0,,8/9/2023,2029.0,45,Spain,,,Left,3,3,1,Normal (170-185),10900000.0,,"Power Shot, Pinged Pass",71.0,73.0,72.0,75.0,41.0,50.0,65,74,45,76,51,74,64,67,73,76,76,67,80,68,73,76,59,49,50,74,51,39,71,72,77,68,40,41,43,9,7,5,11,14,,69+2,69+2,69+2,73+0,73+0,73+0,73+0,73+0,74+2,74+2,74+2,71+2,69+2,69+2,69+2,71+2,57+2,57+2,57+2,57+2,57+2,55+2,48+2,48+2,48+2,55+2,16+2
259185,T. Aasgaard,Thelonious Gerard Aasgaard,"CM, CAM, ST",68,75,2400000,20000,23,5/2/2002,188,72,50.0,Premiership,86.0,Rangers FC,CAM,11.0,,1/28/2025,2028.0,36,Norway,RES,25.0,Right,4,3,1,Lean (185+),4800000.0,,"Finesse Shot, Precision Header",67.0,68.0,68.0,71.0,46.0,63.0,63,67,59,71,64,70,66,63,68,71,65,69,71,70,79,72,67,71,66,70,44,48,67,70,55,66,40,46,42,8,11,7,11,6,,68+2,68+2,68+2,69+0,69+0,69+0,69+0,69+0,70+2,70+2,70+2,69+2,68+2,68+2,68+2,69+2,59+2,59+2,59+2,59+2,59+2,57+2,53+2,53+2,53+2,57+2,16+2
70289,Sidny Cabral,Sidny Lopes Cabral,"RB, LB, RM",66,75,1800000,2000,22,9/18/2002,176,69,308.0,Primeira Liga,718.0,Estrela da Amadora,RB,55.0,,7/1/2025,2028.0,104,Cape Verde,,,Right,4,2,1,Normal (170-185),4099999.0,,,82.0,53.0,63.0,68.0,60.0,62.0,63,42,60,64,42,68,67,71,59,66,81,82,75,66,75,71,77,61,65,64,53,63,60,62,30,61,57,62,55,7,14,14,11,10,,62+2,62+2,62+2,65+0,64+0,64+0,64+0,65+0,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,64+2,62+2,62+2,62+2,64+2,64+2,62+2,62+2,62+2,64+2,17+2
212626,D. Selke,Davie Selke,ST,74,74,4099999,19000,30,1/20/1995,195,84,68.0,Süper Lig,101014.0,Medipol Başakşehir FK,SUB,9.0,,7/11/2025,2027.0,21,Germany,,,Right,3,3,1,Lean (185+),8199999.0,#Aerial threat,"Aerial Fortress, Enforcer",71.0,73.0,54.0,67.0,38.0,80.0,40,74,82,63,81,67,65,40,44,66,69,73,67,75,59,76,88,73,79,65,87,29,77,59,72,64,33,39,20,12,11,7,11,14,,74+0,74+0,74+0,66+0,70+0,70+0,70+0,66+0,66+2,66+2,66+2,65+2,61+2,61+2,61+2,65+2,51+2,52+2,52+2,52+2,51+2,50+2,53+2,53+2,53+2,50+2,19+2
228782,João Gamboa,João Pedro,"CDM, CM",68,68,1100000,6000,28,8/31/1996,187,80,83.0,K League 1,1477.0,Jeonbuk Hyundai Motors,SUB,5.0,,7/7/2025,2026.0,38,Portugal,,,Right,3,3,1,Normal (185+),1400000.0,,Aerial Fortress,65.0,58.0,64.0,64.0,64.0,74.0,59,54,60,68,44,65,47,46,68,66,63,66,59,63,56,68,75,73,79,59,64,64,63,66,67,65,64,66,65,11,11,12,10,16,,63+2,63+2,63+2,63+0,64+0,64+0,64+0,63+0,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,65+2,67+1,67+1,67+1,65+2,65+2,66+2,66+2,66+2,65+2,18+2
240833,Y. Moukoko,Youssoufa Moukoko,ST,73,80,6000000,16000,20,11/20/2004,179,72,1.0,Superliga,819.0,FC København,ST,9.0,,7/1/2025,2030.0,21,Germany,,,Left,4,4,1,Unique,9000000.0,,"Acrobatic, Gamechanger, Technical, First Touch",74.0,69.0,59.0,77.0,34.0,65.0,47,67,68,71,78,76,68,42,48,77,79,70,85,73,85,75,78,66,69,67,52,32,79,59,60,75,30,31,25,13,13,11,10,13,,73+2,73+2,73+2,71+0,73+0,73+0,73+0,71+0,71+2,71+2,71+2,69+2,64+2,64+2,64+2,69+2,53+2,51+2,51+2,51+2,53+2,50+2,47+2,47+2,47+2,50+2,19+2
237254,K. Denkey,Kévin Denkey,ST,77,81,15500000,10000,24,11/30/2000,181,81,39.0,Major League Soccer,113149.0,FC Cincinnati,ST,9.0,,1/31/2025,2028.0,144,Togo,,,Right,2,3,1,Stocky (170-185),24400000.0,#Strength,"Finesse Shot, Aerial Fortress, Technical",75.0,78.0,54.0,73.0,29.0,83.0,37,83,72,61,69,74,61,66,41,75,73,76,63,73,66,83,88,81,90,68,69,18,76,66,70,75,33,22,17,5,14,13,7,7,,77+2,77+2,77+2,70+0,74+0,74+0,74+0,70+0,70+2,70+2,70+2,68+2,62+2,62+2,62+2,68+2,49+2,49+2,49+2,49+2,49+2,47+2,47+2,47+2,47+2,47+2,16+2
222930,T. Serbest,Tarkan Serbest,"CB, CDM, CM",68,68,825000,12000,31,5/2/1994,184,79,68.0,Süper Lig,101032.0,Kocaelispor,SUB,15.0,,7/1/2024,2026.0,48,Turkey,,,Right,3,2,1,Normal (170-185),1700000.0,,,65.0,55.0,65.0,65.0,67.0,72.0,58,53,68,70,36,64,56,36,68,64,63,67,66,68,68,59,74,71,73,59,70,68,59,69,51,71,67,68,64,9,11,12,14,14,,62+2,62+2,62+2,63+0,63+0,63+0,63+0,63+0,65+2,65+2,65+2,64+2,67+1,67+1,67+1,64+2,66+2,68+0,68+0,68+0,66+2,66+2,68+0,68+0,68+0,66+2,18+2
238049,P. Pomykal,Paxton Jones Pomykal,"CM, CDM, CAM",65,70,1000000,2000,25,12/17/1999,173,73,39.0,Major League Soccer,695.0,FC Dallas,RES,19.0,,9/8/2016,2026.0,95,United States,,,Left,3,2,1,Normal (170-185),1500000.0,,Slide Tackle,72.0,57.0,68.0,71.0,61.0,58.0,65,51,42,71,56,71,63,65,67,67,76,69,78,61,82,62,60,50,61,63,58,51,65,70,55,73,71,64,57,10,6,13,6,11,,61+2,61+2,61+2,67+0,65+0,65+0,65+0,67+0,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,63+2,63+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2,14+2
264418,J. Gorby,Jean-Baptiste Gorby,"CDM, CM, CB",72,80,5000000,9000,22,7/25/2002,181,66,308.0,Primeira Liga,1896.0,Sporting Clube de Braga,RDM,29.0,,7/1/2020,2028.0,18,France,,,Right,3,2,1,Lean (170-185),11000000.0,,,54.0,55.0,65.0,68.0,69.0,71.0,54,50,56,73,33,67,55,48,70,70,53,55,57,71,73,64,63,72,70,61,74,68,66,66,53,69,73,71,69,11,13,12,14,12,,61+2,61+2,61+2,63+0,64+0,64+0,64+0,63+0,66+2,66+2,66+2,65+2,69+2,69+2,69+2,65+2,67+2,71+2,71+2,71+2,67+2,67+2,69+2,69+2,69+2,67+2,19+2
264421,T. Small,Thierry Small,"RM, RB, LB, RW",67,78,2200000,6000,20,8/1/2004,183,68,14.0,Championship,1801.0,Preston North End,LB,26.0,,7/1/2025,2029.0,14,England,,,Left,3,3,1,Normal (170-185),4600000.0,,,83.0,54.0,61.0,69.0,60.0,72.0,66,51,57,62,33,68,65,41,57,67,81,85,74,65,76,66,79,73,74,52,65,58,62,60,49,67,59,64,60,5,6,13,11,13,,63+2,63+2,63+2,66+0,64+0,64+0,64+0,66+0,64+2,64+2,64+2,66+2,62+2,62+2,62+2,66+2,66+2,63+2,63+2,63+2,66+2,65+2,63+2,63+2,63+2,65+2,15+2
243456,B. White,Brian White,ST,75,75,5500000,10000,29,2/3/1996,180,83,39.0,Major League Soccer,101112.0,Vancouver Whitecaps FC,ST,24.0,,6/1/2021,2027.0,95,United States,,,Right,4,2,1,Stocky (170-185),8300000.0,,,77.0,74.0,52.0,68.0,46.0,78.0,44,79,74,55,58,65,65,42,45,73,75,78,61,77,63,78,87,78,81,65,69,48,79,58,62,68,42,47,23,10,11,10,9,5,,75+0,75+0,75+0,68+0,71+0,71+0,71+0,68+0,67+2,67+2,67+2,66+2,62+2,62+2,62+2,66+2,56+2,56+2,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,16+2
245761,A. Morgan,Albie Robert Morgan,"CM, CDM",67,70,1300000,2000,25,2/2/2000,180,68,60.0,League One,1926.0,Blackpool FC,RCM,8.0,,7/1/2023,2026.0,14,England,,,Right,3,3,1,Normal (170-185),2400000.0,,"Incisive Pass, Long Ball Pass, Inventive",70.0,58.0,68.0,66.0,57.0,67.0,65,55,41,69,52,64,69,67,69,67,70,70,72,66,64,66,57,78,63,61,68,62,60,67,53,66,55,62,58,7,11,9,11,8,,61+2,61+2,61+2,65+0,64+0,64+0,64+0,65+0,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,60+2,60+2,60+2,64+2,15+2
253953,G. González,Nicolás González,"LW, LM",69,75,2200000,8000,24,6/27/2001,183,81,353.0,Liga Profesional de Fútbol,112713.0,Club Atlético Sarmiento,SUB,27.0,Defensa y Justicia,,2026.0,52,Argentina,,,Left,3,3,1,Normal (170-185),,,,81.0,67.0,63.0,70.0,40.0,74.0,64,68,61,65,57,73,65,58,62,70,77,85,66,57,64,73,81,85,76,63,55,35,71,58,59,72,33,43,45,12,6,7,15,7,,69+2,69+2,69+2,69+0,69+0,69+0,69+0,69+0,67+2,67+2,67+2,69+2,63+2,63+2,63+2,69+2,59+2,55+2,55+2,55+2,59+2,57+2,52+2,52+2,52+2,57+2,15+2
279064,S. Pilios,Stavros PiliosΣταύρος Πήλιος,"LB, LM",70,75,2200000,13000,24,12/10/2000,175,68,63.0,Super League,278.0,AEK Athens,LB,3.0,,7/1/2023,2027.0,22,Greece,,,Left,2,2,1,Lean (170-185),4800000.0,,Jockey,78.0,48.0,64.0,70.0,62.0,65.0,67,48,48,65,39,68,65,60,60,70,79,78,80,72,75,55,64,78,58,46,67,64,55,61,38,55,60,66,67,14,12,11,12,14,,59+2,59+2,59+2,65+0,63+0,63+0,63+0,65+0,64+2,64+2,64+2,67+2,64+2,64+2,64+2,67+2,69+2,66+2,66+2,66+2,69+2,68+2,63+2,63+2,63+2,68+2,19+2
246301,Ł. Poręba,Łukasz Poręba,"CM, CDM",68,73,1800000,11000,25,3/13/2000,179,76,20.0,2. Bundesliga,580.0,SV Elversberg,SUB,8.0,Hamburger SV,,2026.0,37,Poland,,,Right,3,2,1,Normal (170-185),,,,67.0,53.0,64.0,67.0,68.0,69.0,54,53,59,70,35,63,43,56,69,71,68,66,72,71,75,58,71,69,72,52,60,71,63,69,54,66,68,69,64,11,5,14,9,12,,62+2,62+2,62+2,64+0,65+0,65+0,65+0,64+0,66+2,66+2,66+2,65+2,68+2,68+2,68+2,65+2,67+2,69+2,69+2,69+2,67+2,67+2,68+2,68+2,68+2,67+2,16+2
228894,J. Ward,Joseph Henry Ward,"RB, RM",67,67,900000,8000,29,8/22/1995,167,68,14.0,Championship,91.0,Derby County,SUB,23.0,,7/1/2023,2026.0,14,England,,,Right,3,3,1,Normal (170-),1700000.0,,"Whipped Pass, Long Throw",80.0,55.0,63.0,68.0,58.0,61.0,69,56,52,63,51,66,68,64,60,64,77,82,84,64,86,58,63,82,53,54,52,58,63,60,40,63,60,58,57,15,6,10,6,15,,61+2,61+2,61+2,66+0,63+0,63+0,63+0,66+0,64+2,64+2,64+2,67+0,63+2,63+2,63+2,67+0,66+1,61+2,61+2,61+2,66+1,65+2,58+2,58+2,58+2,65+2,16+2
221986,J. Hardeveld,Jeff Hardeveld,"LM, LB, LW",66,66,825000,4000,30,2/27/1995,184,76,10.0,Eredivisie,100638.0,Telstar,LM,2.0,,9/2/2024,2027.0,34,Netherlands,,,Left,3,3,1,Normal (170-185),1200000.0,,,67.0,54.0,65.0,65.0,63.0,73.0,73,49,58,64,32,65,66,62,71,67,64,70,60,64,58,61,70,75,73,59,71,62,58,55,64,64,64,65,65,13,6,12,14,6,,60+2,60+2,60+2,63+0,61+0,61+0,61+0,63+0,62+2,62+2,62+2,65+1,64+2,64+2,64+2,65+1,67+-1,66+0,66+0,66+0,67+-1,66+0,65+1,65+1,65+1,66+0,16+2
231460,Roberto Alves,Roberto Emanuel Oliveira Alves,"CM, CDM, CAM",66,66,850000,3000,28,6/8/1997,180,72,66.0,Ekstraklasa,111088.0,Radomiak Radom,LDM,10.0,,6/21/2022,2027.0,47,Switzerland,,,Left,3,2,1,Normal (170-185),1100000.0,,,73.0,64.0,68.0,66.0,54.0,62.0,66,62,34,69,59,64,71,71,67,67,73,73,71,63,70,68,53,77,56,66,59,56,61,65,66,65,57,57,55,6,14,9,5,6,,61+2,61+2,61+2,66+0,65+0,65+0,65+0,66+0,66+0,66+0,66+0,67+-1,66+0,66+0,66+0,67+-1,64+2,62+2,62+2,62+2,64+2,62+2,56+2,56+2,56+2,62+2,14+2
229163,C. Slattery,Callum Slattery,"CM, CDM, CAM",66,68,1100000,3000,26,2/8/1999,177,79,50.0,Premiership,83.0,Motherwell FC,CAM,8.0,,7/24/2021,2026.0,14,England,,,Right,4,2,1,Normal (170-185),2000000.0,,,68.0,61.0,62.0,66.0,60.0,73.0,44,60,49,68,50,66,63,70,65,67,69,67,70,63,59,62,66,75,73,64,73,61,62,64,58,62,60,63,62,13,7,6,8,9,,62+2,62+2,62+2,63+0,64+0,64+0,64+0,63+0,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,63+2,65+2,65+2,65+2,63+2,62+2,63+2,63+2,63+2,62+2,15+2
199986,Arbilla,Anaitz Arbilla Zabala,CB,70,70,275000,5000,38,5/15/1987,178,76,54.0,La Liga 2,467.0,SD Eibar,LCB,23.0,,8/30/2016,2026.0,45,Spain,,,Right,4,2,1,Normal (170-185),440000.0,,"Power Shot, Dead Ball, Long Ball Pass, Intercept, Bruiser",44.0,54.0,68.0,59.0,69.0,74.0,72,40,71,70,48,58,75,77,70,65,33,53,48,55,60,75,72,54,81,65,80,70,57,57,47,60,65,71,68,14,8,15,13,9,,59+2,59+2,59+2,57+0,58+0,58+0,58+0,57+0,59+2,59+2,59+2,59+2,63+2,63+2,63+2,59+2,64+2,67+2,67+2,67+2,64+2,64+2,70+0,70+0,70+0,64+2,16+2
230199,Vinicius Cardenha,Vinicius Lúcio Cardenha Caeiro,"RB, CB, RM",74,74,3700000,17000,29,2/29/1996,179,73,7.0,Série A,567.0,Fluminense,RB,2.0,,6/18/2025,2028.0,54,Brazil,,,Right,3,2,1,Lean (170-185),8100000.0,,,73.0,49.0,60.0,68.0,71.0,70.0,74,52,67,68,43,71,54,46,52,62,65,79,70,74,68,46,70,79,65,42,72,71,42,45,67,73,67,75,71,16,13,10,12,8,,59+2,59+2,59+2,63+0,59+0,59+0,59+0,63+0,60+2,60+2,60+2,64+2,61+2,61+2,61+2,64+2,72+2,67+2,67+2,67+2,72+2,72+2,70+2,70+2,70+2,72+2,19+2
242753,A. Trouillet,Alexis Trouillet,CM,68,73,1800000,3000,24,12/23/2000,175,65,17.0,Ligue 2,111659.0,Rodez Aveyron Football,LCM,27.0,,2/3/2025,2027.0,18,France,,,Left,3,3,1,Lean (170-185),3300000.0,,,62.0,55.0,67.0,72.0,60.0,64.0,60,52,60,72,48,71,64,51,65,71,66,59,77,71,78,62,67,73,61,53,61,59,61,72,54,69,59,63,60,14,10,6,7,9,,62+2,62+2,62+2,66+0,66+0,66+0,66+0,66+0,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,65+2,66+2,66+2,66+2,65+2,64+2,62+2,62+2,62+2,64+2,17+2
