transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,units_sold,gross_revenue_usd,discount_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-111171,2023,5,2,Turkey,TUR,Europe,Xbox Series X|S,Standard Edition,Digital,552,Lost,47,201,351,26199,1549,17127,9072,17127,15.9,36.9,0,Epic Mega Sale,1,4.82,10,3.12,TRY,26.9575,98,75.91,85.1,13938.32,Growth,43.4,56.6,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-114456,2026,3,1,Jordan,JOR,Asia,PS5,Standard Edition,Digital,303,3378.45,25.6,84,219,9215,495,6565,2650,6565,15.6,46.5,0,PlayStation Sale,1,4.4,4,2.19,JOD,0.7256,98,0.87,7.51,6019.87,Growth,37.6,62.4,Spring,PlayStation Sale,Action-Adventure,Gen9
GTA5-101895,2015,4,2,Kuwait,KWT,Asia,PS4,Premium Edition,Physical,165,6598.35,0,99,66,16695,1250,11523,5172,11523,19.8,49.6,0,None,0,4.39,3,0.1,KWD,0.306,98,5.79,3.48,52035.53,Growth,44.5,55.5,Spring,None,Action-Adventure,Gen8
GTA5-106719,2019,7,3,Mexico,MEX,North America,Xbox One,Premium Edition,Digital,796,8365.96,47.4,330,466,30911,1611,20359,10552,20359,18.7,47.2,0,Steam Summer Sale,1,4.45,16,5.48,MXN,18.1527,98,117.91,130.99,12786.24,Mature,41.2,58.8,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107324,2020,1,1,Taiwan,TWN,Asia,Xbox 360,Legacy Edition,Digital,1037,Lost,30.8,454,583,30547,2298,20615,9932,20615,16.4,55.9,1,New Year Sale,1,4.62,26,1.76,TWD,31.6963,98,53.7,24.83,24137.01,Mature,52.6,47.4,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-104362,2017,6,2,Slovakia,SVK,Europe,PC,Standard Edition,Digital,251,Lost,34.3,141,110,13690,962,7803,4421,9207,17,40.1,0,Steam Summer Sale,1,4.76,5,1.38,EUR,0.9023,98,2.89,5.67,19929.38,Mature,34.2,65.8,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-110197,2022,7,3,India,IND,Asia,Xbox One,Premium Edition,Digital,1721,15833.2,54,644,1077,47979,3417,27984,19995,27984,13.3,39.2,0,Steam Summer Sale,1,4.53,27,7.6,INR,81.3207,98,428,1389.12,2750.96,Legacy,56.3,43.7,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-106142,2018,12,4,Peru,PER,South America,PC,Standard Edition,Digital,542,Lost,32.2,228,314,9966,664,5565,4401,5565,10.9,29.5,1,Christmas,1,4.68,9,5.31,PEN,3.7216,98,4.93,32.01,8020.85,Mature,43,57,Winter,Christmas,Action-Adventure,PC
GTA5-108304,2020,11,4,Egypt,EGY,Africa,Xbox One,Standard Edition,Digital,648,8430.48,34.9,284,364,18325,1279,12817,5508,12817,15.2,45.4,1,Black Friday,1,4.53,12,1.44,EGP,30.5319,98,17.47,99.14,4235.38,Legacy,51.8,48.2,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-112126,2024,3,1,Russia,RUS,Europe,PS5,Premium Edition,Digital,1437,13220.4,38.6,495,942,60342,4152,39177,21165,39177,15.4,67.6,0,PlayStation Sale,1,4.36,18,1.75,RUB,90.9838,98,274.22,162.71,17555.81,Growth,46.4,53.6,Spring,PlayStation Sale,Action-Adventure,Gen9
GTA5-105948,2018,11,4,Canada,CAN,North America,PS3,Legacy Edition,Digital,2178,20865.24,52.1,1115,1063,43490,2175,30139,13351,30139,16,42.3,1,Black Friday,1,4.38,21,7.27,CAD,1.3478,98,202.25,37.31,56468.02,Mature,38.9,61.1,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-108926,2021,6,2,Brazil,BRA,South America,PC,Standard Edition,Digital,1306,16364.18,37.3,447,859,53555,4351,34174,19381,34174,15.3,57.4,0,Steam Summer Sale,1,4.48,11,4.14,BRL,5.1956,98,269.13,220.39,13629.05,Legacy,42.4,57.6,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-104480,2017,7,3,Hungary,HUN,Europe,PC,Standard Edition,Digital,546,7485.66,54.3,251,295,23200,1757,13503,9697,13503,14.4,44.7,0,Steam Summer Sale,1,4.57,7,3.94,HUF,357.4934,98,6.25,10.4,15640.26,Mature,38,62,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-103767,2016,12,4,Czech Republic,CZE,Europe,PC,Standard Edition,Digital,622,Lost,51.9,300,322,30251,1955,19647,7363,23183,16.6,26.6,1,Christmas,1,4.65,16,4.4,CZK,22.6888,98,11.5,10.96,21863.63,Mature,49.8,50.2,Winter,Christmas,Action-Adventure,PC
GTA5-100616,2014,3,1,Kuwait,KWT,Asia,PS3,Standard Edition,Physical,407,Lost,52,263,144,16540,1343,9779,6761,9779,14.5,54.1,0,PlayStation Sale,1,4.66,7,5.06,KWD,0.307,90.2,5.67,3.44,51482.1,Launch,34.5,65.5,Spring,PlayStation Sale,Action-Adventure,Gen7
GTA5-104575,2017,8,3,Iceland,ISL,Europe,Xbox 360,Premium Edition,Physical,181,3185.6,41.3,100,81,5908,461,4080,1828,4080,15.2,35.7,0,Rockstar Sale,1,4.6,3,6.03,ISK,137.4598,98,0.37,0.35,54543.59,Mature,39.6,60.4,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-103748,2016,12,4,Chile,CHL,South America,Xbox 360,Standard Edition,Physical,319,5748.38,39.9,161,158,9332,687,5232,3101,6173,12.1,40.8,1,Christmas,1,4.51,8,2.51,CLP,904.1612,98,7.72,17.74,17005.4,Mature,49.8,50.2,Winter,Christmas,Action-Adventure,Gen7
GTA5-106750,2019,7,3,Fiji,FJI,Oceania,Xbox One,Standard Edition,Digital,48,745.44,22.3,18,30,2551,193,1462,1089,1462,11.8,40.4,0,Steam Summer Sale,1,4.91,3,4.84,FJD,2.268,98,0.03,0.97,5562.47,Mature,49.9,50.1,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-109692,2022,1,1,Canada,CAN,North America,PS4,Legacy Edition,Digital,2398,Lost,43.8,911,1487,62236,4757,45897,16339,45897,19.7,47.8,1,New Year Sale,1,4.3,64,2.67,CAD,1.3229,98,219.09,38.62,59093.95,Legacy,48.5,51.5,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-103261,2016,7,3,United States,USA,North America,PC,Standard Edition,Digital,3697,46138.56,58.4,1987,1710,152353,8395,85852,66501,85852,18.5,56,0,Steam Summer Sale,1,4.56,86,5.08,USD,0.9991,98,5904.27,328.33,56196.03,Mature,46.4,53.6,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-102806,2016,2,1,Netherlands,NLD,Europe,Xbox 360,Standard Edition,Physical,499,Lost,8.1,269,230,40603,2184,27371,13232,27371,18.1,49.3,0,None,0,4.43,5,4.31,EUR,0.8904,98,83.24,17.58,52848.17,Mature,43.5,56.5,Winter,None,Action-Adventure,Gen7
GTA5-106549,2019,5,2,Iceland,ISL,Europe,PS3,Standard Edition,Digital,172,2292.76,33.3,85,87,8686,496,6009,2677,6009,15.4,39,0,Epic Mega Sale,1,4.43,3,3.2,ISK,138.2418,98,0.37,0.35,55208.61,Mature,46.9,53.1,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-114242,2026,1,1,Bangladesh,BGD,Asia,PS5,Standard Edition,Digital,651,Lost,37.2,165,486,17280,1389,11524,5756,11524,18.1,44.7,1,New Year Sale,1,4.56,12,4.95,BDT,112.7838,98,11.71,180.99,2527.1,Growth,40.1,59.9,Winter,New Year Sale,Action-Adventure,Gen9
GTA5-102688,2015,12,4,Ecuador,ECU,South America,PS3,Standard Edition,Physical,165,Lost,42,91,74,3420,170,1832,1222,2161,12.5,34.8,1,Christmas,1,4.7,3,0.1,USD,1.0064,98,1.04,16.52,6548.44,Mature,54.6,45.4,Winter,Christmas,Action-Adventure,Gen7
GTA5-105981,2018,11,4,Romania,ROU,Europe,PC,Standard Edition,Digital,909,Lost,25.1,420,489,27567,1522,18803,8764,18803,15,51,1,Black Friday,1,4.48,20,3.76,RON,4.5184,98,10.65,20.78,12323.29,Mature,53.6,46.4,Autumn,Black Friday,Action-Adventure,PC
GTA5-104668,2017,9,3,Iceland,ISL,Europe,PS3,Criminal Enterprise Starter Pack,Physical,200,Lost,56.6,108,92,5880,444,4071,1809,4071,16.5,52.2,0,Xbox Sale,1,4.6,4,2.39,ISK,138.6919,98,0.36,0.35,54227.16,Mature,57.3,42.7,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-103420,2016,8,3,Portugal,PRT,Europe,PS4,Premium Edition,Physical,461,Lost,44.7,264,197,14510,792,10224,4286,10224,16.2,54,0,Rockstar Sale,1,4.64,10,4.44,EUR,0.8862,98,10.58,10.4,22703.34,Mature,42.4,57.6,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-101934,2015,5,2,Switzerland,CHE,Europe,Xbox One,Premium Edition,Physical,745,Lost,62,439,306,31814,2074,23241,8573,23241,19,51.2,0,Epic Mega Sale,1,4.64,10,6.57,CHF,0.8829,98,46.3,8.31,87047.69,Growth,39.6,60.4,Spring,Epic Mega Sale,Action-Adventure,Gen8
GTA5-101443,2014,12,4,Argentina,ARG,South America,PS4,Standard Edition,Physical,1083,Lost,37.9,703,380,30465,1605,20967,9498,20967,18.5,38.8,1,Christmas,1,4.67,16,3.99,ARS,353.9205,98,24.18,42.89,14680.41,Growth,49.8,50.2,Winter,Christmas,Action-Adventure,Gen8
GTA5-103866,2017,1,1,Belgium,BEL,Europe,PS4,Standard Edition,Physical,1051,Lost,31.1,577,474,35565,2422,19590,15975,19590,15.2,42.9,1,New Year Sale,1,4.4,25,0.68,EUR,0.8986,98,32.63,11.49,46708.7,Mature,43.5,56.5,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-102073,2015,6,2,Kazakhstan,KAZ,Asia,Xbox 360,Criminal Enterprise Starter Pack,Physical,176,3831.52,27.4,88,88,9199,550,6062,3137,6062,13.3,23.1,0,Steam Summer Sale,1,4.72,4,3.09,KZT,449.7302,98,6.95,17.46,13825.63,Growth,39.7,60.3,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-100253,2013,11,4,Taiwan,TWN,Asia,PS3,Criminal Enterprise Starter Pack,Physical,1853,Lost,43,1152,701,51282,3960,33412,17870,33412,16.9,53.2,1,Black Friday,1,4.55,36,2.51,TWD,31.5845,86,44.42,23.21,21360.02,Launch,36.9,63.1,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-100689,2014,4,2,Poland,POL,Europe,PS3,Premium Edition,Physical,878,18113.14,31.2,564,314,36842,2454,20981,15861,20981,14.2,54.3,0,None,0,4.51,25,2.4,PLN,4.0161,87.5,42.26,38.52,14286.2,Growth,46.4,53.6,Spring,None,Action-Adventure,Gen7
GTA5-112270,2024,4,2,Iceland,ISL,Europe,PS5,Standard Edition,Digital,136,Lost,6.9,43,93,9672,595,5713,3959,5713,15,48.2,0,None,0,4.77,4,2.58,ISK,137.0086,98,0.41,0.37,58414.9,Growth,48.8,51.2,Spring,None,Action-Adventure,Gen9
GTA5-103467,2016,9,3,United Kingdom,GBR,Europe,Xbox One,Standard Edition,Physical,2605,Lost,61.3,1213,1392,63993,5701,39729,24264,39729,18.8,44.8,0,Xbox Sale,1,4.46,28,4.77,GBP,0.7752,98,517.12,66.62,44103.3,Mature,47.7,52.3,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-107528,2020,3,1,Nepal,NPL,Asia,PC,Standard Edition,Digital,160,Lost,54,61,99,5948,432,3358,2590,3358,12.1,34.4,0,PlayStation Sale,1,4.55,3,5.66,NPR,133.513,98,0.37,30.28,1282.82,Mature,52.6,47.4,Spring,PlayStation Sale,Action-Adventure,PC
GTA5-107805,2020,6,2,Cambodia,KHM,Asia,PC,Premium Edition,Digital,76,Lost,42.3,35,41,5408,272,3184,2224,3184,13.1,38.9,0,Steam Summer Sale,1,4.69,3,4.84,KHR,4051.8484,98,0.18,16.27,1739.08,Mature,44.2,55.8,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-112786,2024,10,4,Netherlands,NLD,Europe,PC,Standard Edition,Digital,1152,16680.96,3.4,300,852,68553,4723,48918,19635,48918,19.3,43.5,0,None,0,4.34,28,3.04,EUR,0.8984,98,101.72,19.33,58732.16,Legacy,50.2,49.8,Autumn,None,Action-Adventure,PC
GTA5-112087,2024,2,1,Israel,ISR,Asia,Xbox Series X|S,Premium Edition,Digital,379,Lost,18.1,109,270,27858,1446,20521,7337,20521,16.2,49.7,0,None,0,4.45,9,4.17,ILS,3.7219,98,21.52,9.14,40870.56,Growth,46.4,53.6,Winter,None,Action-Adventure,Gen9
GTA5-114398,2026,2,1,Cyprus,CYP,Europe,PS5,Standard Edition,Digital,147,2137.38,3,34,113,12382,1012,9134,3248,9134,16.8,49.4,0,None,0,4.53,3,5.05,EUR,0.9053,98,0.5,0.99,31804.15,Growth,51.1,48.9,Winter,None,Action-Adventure,Gen9
GTA5-105744,2018,8,3,Hong Kong,HKG,Asia,PS4,Premium Edition,Physical,922,Lost,35.8,380,542,35892,2117,25445,10447,25445,15.4,45.1,0,Rockstar Sale,1,4.53,13,3.67,HKD,7.8911,98,23.38,7.65,39792.11,Mature,43.4,56.6,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-114220,2026,1,1,Ecuador,ECU,South America,PC,Standard Edition,Digital,321,Lost,57.7,73,248,8251,589,5950,2301,5950,18,49.9,1,New Year Sale,1,4.63,7,5.27,USD,0.988,98,1.48,18.45,8347.65,Legacy,44,56,Winter,New Year Sale,Action-Adventure,PC
GTA5-110234,2022,7,3,Romania,ROU,Europe,Xbox Series X|S,Standard Edition,Digital,419,Lost,36,155,264,18894,1203,12036,6858,12036,15.6,38.8,0,Steam Summer Sale,1,4.47,5,1.91,RON,4.6141,98,12.86,21.64,14284.72,Launch,48.4,51.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-103097,2016,5,2,South Africa,ZAF,Africa,PS3,Legacy Edition,Physical,469,Lost,43.7,237,232,25345,1318,15664,9681,15664,13.9,48.7,0,Epic Mega Sale,1,4.72,7,1.81,ZAR,18.9681,98,25.37,54.97,8013.42,Mature,50.7,49.3,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-100225,2013,11,4,Qatar,QAT,Asia,Xbox 360,Premium Edition,Physical,650,10172.5,47.8,399,251,17667,1216,12239,5428,12239,18.9,61.4,1,Black Friday,1,4.67,10,2.72,QAR,3.6509,92,8.05,2.22,94438.1,Launch,46.2,53.8,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-110069,2022,5,2,Argentina,ARG,South America,PC,Standard Edition,Digital,589,Lost,28.4,191,398,25212,1336,17973,7239,17973,16.3,41.8,0,Epic Mega Sale,1,4.39,4,2.2,ARS,345.7936,98,28.56,46.52,15989.59,Legacy,46.1,53.9,Spring,Epic Mega Sale,Action-Adventure,PC
GTA5-108332,2020,11,4,Turkey,TUR,Europe,PS4,Standard Edition,Digital,1323,13613.67,48.5,574,749,43170,2833,28353,14817,28353,17.7,53.2,1,Black Friday,1,4.46,30,3.24,TRY,26.8692,98,70.38,82.8,13282.01,Legacy,44.8,55.2,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-114150,2025,12,4,Kazakhstan,KAZ,Asia,Xbox One,Premium Edition,Digital,518,Lost,33.6,136,382,20083,1229,13415,6668,13415,17.8,56.5,1,Christmas,1,4.7,4,2.77,KZT,453.0047,98,9.58,19.58,16984.55,Legacy,47.5,52.5,Winter,Christmas,Action-Adventure,Gen8
GTA5-109365,2021,10,4,Jordan,JOR,Asia,Xbox One,Standard Edition,Digital,180,3051,15.2,73,107,10340,684,7731,2609,7731,16.8,39.9,0,None,0,4.4,3,2.26,JOD,0.712,98,0.76,7.15,5502.51,Legacy,45.4,54.6,Autumn,None,Action-Adventure,Gen8
GTA5-100705,2014,4,2,Estonia,EST,Europe,PS3,Standard Edition,Physical,217,6221.39,4.4,118,99,13271,725,7823,5448,7823,14.8,55.4,0,None,0,4.39,3,3.14,EUR,0.8808,93.5,0.64,1.32,19077.88,Growth,46.9,53.1,Spring,None,Action-Adventure,Gen7
GTA5-101260,2014,10,4,Ecuador,ECU,South America,PS3,Standard Edition,Physical,85,Lost,16,43,42,4846,248,2777,2069,2777,13.6,52,0,None,0,4.63,3,1.86,USD,1.0111,84.1,1,16.31,6382.82,Growth,45,55,Autumn,None,Action-Adventure,Gen7
GTA5-105984,2018,11,4,China,CHN,Asia,PC,Premium Edition,Digital,4237,48428.91,42.8,2055,2182,151549,12602,94926,56623,94926,16.8,67.8,1,Black Friday,1,4.49,115,3.32,CNY,7.1358,98,3299.16,1477.33,10736.48,Mature,41.5,58.5,Autumn,Black Friday,Action-Adventure,PC
GTA5-102346,2015,9,3,South Africa,ZAF,Africa,Xbox One,Standard Edition,Physical,676,Lost,56.9,335,341,23807,1272,16642,7165,16642,18.3,50.9,0,Xbox Sale,1,4.6,13,3.83,ZAR,18.6905,98,24.98,54.57,7946.05,Growth,51.6,48.4,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-102444,2015,10,4,Vietnam,VNM,Asia,PS4,Premium Edition,Physical,425,Lost,11.2,226,199,27518,1899,16507,11011,16507,19.5,58.3,0,None,0,4.34,8,3.16,VND,24823.0069,98,12.19,92.75,2416.77,Mature,46.1,53.9,Autumn,None,Action-Adventure,Gen8
GTA5-109982,2022,5,2,Chile,CHL,South America,PS4,Standard Edition,Digital,397,4688.57,40.9,160,237,15808,860,11829,3979,11829,14.5,43,0,Epic Mega Sale,1,4.72,6,1.01,CLP,900.4491,98,8.96,18.83,18583.5,Legacy,45.1,54.9,Spring,Epic Mega Sale,Action-Adventure,Gen8
GTA5-106641,2019,6,2,Myanmar,MMR,Asia,Xbox 360,Standard Edition,Digital,86,Lost,46.2,42,44,3065,219,2064,1001,2064,14.9,33.9,0,Steam Summer Sale,1,4.68,3,4.88,MMK,2093.6703,98,0.97,56.85,1779.4,Mature,50.6,49.4,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-108050,2020,8,3,Fiji,FJI,Oceania,PS3,Premium Edition,Digital,52,Lost,31.5,21,31,2676,204,1738,938,1738,13.8,39.4,0,Rockstar Sale,1,4.45,3,3.84,FJD,2.2851,98,0.04,0.98,5582.75,Mature,38.2,61.8,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-105396,2018,5,2,Russia,RUS,Europe,Xbox One,Standard Edition,Digital,923,19336.85,47.6,468,455,48852,2933,32439,16413,32439,17.3,51.6,0,Epic Mega Sale,1,4.65,19,3.49,RUB,90.1538,98,243.14,152.65,16591.66,Mature,52,48,Spring,Epic Mega Sale,Action-Adventure,Gen8
GTA5-111235,2023,6,2,Uruguay,URY,South America,PS5,Standard Edition,Digital,127,923.29,51.5,40,87,5634,472,3674,1960,3674,14.8,53.5,0,Steam Summer Sale,1,4.23,3,5.18,UYU,39.9545,98,0.72,3.81,19683.31,Growth,42.4,57.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-101284,2014,10,4,Japan,JPN,Asia,PS3,Standard Edition,Physical,1264,Lost,12.8,746,518,62075,4763,36861,25214,36861,14.3,45.3,0,None,0,4.58,13,2.78,JPY,150.4193,98,942.55,129.45,41370.24,Growth,53.7,46.3,Autumn,None,Action-Adventure,Gen7
GTA5-100626,2014,3,1,Ghana,GHA,Africa,PS3,Standard Edition,Physical,272,5366.56,34.2,155,117,9027,804,5158,3869,5158,14.4,44.8,0,PlayStation Sale,1,4.49,3,1.02,GHS,11.989,66.2,1.01,26.33,1989.97,Launch,46.4,53.6,Spring,PlayStation Sale,Action-Adventure,Gen7
GTA5-113400,2025,4,2,Kenya,KEN,Africa,Xbox Series X|S,Standard Edition,Digital,206,Lost,8.9,55,151,13201,794,9479,3722,9479,17.3,53.7,0,None,0,4.44,4,2.28,KES,129.1634,98,3.41,50.31,2650.78,Growth,44.8,55.2,Spring,None,Action-Adventure,Gen9
GTA5-104717,2017,10,4,United Kingdom,GBR,Europe,PS4,Standard Edition,Digital,1260,Lost,6.6,589,671,71500,4926,44999,26501,44999,17.2,43.2,0,None,0,4.35,27,2.66,GBP,0.7813,98,530.3,67.41,44697.39,Mature,38.1,61.9,Autumn,None,Action-Adventure,Gen8
GTA5-102208,2015,8,3,Canada,CAN,North America,PC,Standard Edition,Digital,960,Lost,20.4,576,384,52448,4624,32691,19757,32691,14.3,45.9,0,Rockstar Sale,1,4.3,16,6.04,CAD,1.3161,98,187.93,36,54377.02,Growth,49.2,50.8,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-113026,2024,12,4,Indonesia,IDN,Asia,PS5,Standard Edition,Digital,1771,14008.61,47.2,538,1233,57770,3831,34326,23444,34326,13.2,25.8,1,Christmas,1,4.42,39,1.18,IDR,15683.6128,98,119.53,284.81,5961.48,Growth,36.8,63.2,Winter,Christmas,Action-Adventure,Gen9
GTA5-113631,2025,7,3,Mexico,MEX,North America,Xbox Series X|S,Standard Edition,Digital,998,Lost,48.1,237,761,36825,1891,25807,11018,25807,15.2,42.4,0,Steam Summer Sale,1,4.63,14,2.36,MXN,18.2223,98,150.81,139.88,15314.53,Growth,43,57,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111225,2023,5,2,Uruguay,URY,South America,PS5,Legacy Edition,Digital,190,1197,58,65,125,6983,485,4325,2658,4325,14.9,40.1,0,Epic Mega Sale,1,4.59,3,3.3,UYU,39.1685,98,0.72,3.81,19729.77,Growth,45,55,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-100761,2014,5,2,United States,USA,North America,Xbox 360,Standard Edition,Physical,2858,Lost,15,1871,987,189431,14559,133472,55959,133472,19.7,51.6,0,Epic Mega Sale,1,4.62,63,3.01,USD,1.0092,94.2,5508.13,320.64,53683,Growth,44.3,55.7,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-102742,2016,1,1,Nigeria,NGA,Africa,PS4,Standard Edition,Physical,773,22440.19,27.4,457,316,26831,1701,19486,7345,19486,15.5,23.6,1,New Year Sale,1,4.41,17,2.48,NGN,896.7623,98,26.89,179.81,3338.31,Mature,48.7,51.3,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-101866,2015,4,2,Hong Kong,HKG,Asia,Xbox 360,Standard Edition,Physical,482,Lost,14.2,306,176,25247,1379,13993,11254,13993,13.6,49.8,0,None,0,4.35,7,4.94,HKD,7.7958,98,21.79,7.38,38448.02,Growth,42.7,57.3,Spring,None,Action-Adventure,Gen7
GTA5-112828,2024,10,4,Russia,RUS,Europe,PC,Standard Edition,Digital,1086,Lost,14.4,291,795,62070,4984,41837,20233,41837,16.5,43.8,0,None,0,4.51,12,2.09,RUB,90.5622,98,283.32,163.75,18022.94,Legacy,50,50,Autumn,None,Action-Adventure,PC
GTA5-102285,2015,8,3,Jordan,JOR,Asia,PC,Criminal Enterprise Starter Pack,Digital,217,2408.7,63,128,89,9180,576,5666,3514,5666,15.6,50.3,0,Rockstar Sale,1,4.59,3,4.48,JOD,0.7043,98,0.6,6.69,4667.7,Growth,42.6,57.4,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-105020,2018,1,1,Kenya,KEN,Africa,Xbox One,Standard Edition,Digital,436,Lost,33.6,220,216,12242,978,6907,5335,6907,16.1,59.4,1,New Year Sale,1,4.25,8,3.89,KES,127.1988,98,2.19,46.47,1844.26,Mature,50.1,49.9,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-106827,2019,8,3,France,FRA,Europe,PS4,Standard Edition,Digital,1694,Lost,39.2,764,930,103828,6316,66245,37583,66245,15.7,43.5,0,Rockstar Sale,1,4.62,50,1.4,EUR,0.8953,98,507.98,70.93,46625.89,Mature,48.7,51.3,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-112765,2024,9,3,Argentina,ARG,South America,PC,Premium Edition,Digital,544,4444.48,45.5,157,387,29301,2212,19416,9885,19416,15.3,58.3,0,Xbox Sale,1,4.33,8,3.54,ARS,348.1647,98,29.81,47.72,16267.01,Legacy,49.2,50.8,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-100048,2013,9,3,Malaysia,MYS,Asia,Xbox 360,Standard Edition,Physical,1494,Lost,38.8,823,671,35732,2996,20935,14797,20935,15.9,50.5,0,Xbox Sale,1,4.71,40,1.85,MYR,4.6627,78.2,21.44,30.22,11083.93,Launch,48.6,51.4,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-111411,2023,7,3,Kenya,KEN,Africa,PS5,Premium Edition,Digital,451,Lost,54.9,159,292,17997,1281,11602,6395,11602,17,48.4,0,Steam Summer Sale,1,4.57,3,2.31,KES,129.6824,98,3.09,49.36,2443.46,Growth,38.2,61.8,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-103622,2016,10,4,Cambodia,KHM,Asia,PS3,Standard Edition,Physical,35,892.15,15,18,17,2010,111,1059,736,1249,12.6,41.9,0,None,1,4.66,3,3.61,KHR,4056.237,98,0.14,15.63,1378.52,Mature,48.5,51.5,Autumn,Bikers DLC,Action-Adventure,Gen7
GTA5-100881,2014,6,2,India,IND,Asia,PS3,Standard Edition,Physical,1663,27672.32,44.5,1092,571,72172,3975,49591,22581,49591,18,51.8,0,Steam Summer Sale,1,4.66,18,4.58,INR,82.7092,79.6,244.37,1271.55,1715.89,Growth,44.9,55.1,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-108438,2020,12,4,Fiji,FJI,Oceania,Xbox 360,Standard Edition,Digital,75,914.25,39,30,45,2596,147,1435,1161,1435,14.3,56.7,1,Christmas,1,4.38,3,1.61,FJD,2.2349,98,0.04,0.98,5731.86,Legacy,43.6,56.4,Winter,Christmas,Action-Adventure,Gen7
GTA5-108229,2020,10,4,Romania,ROU,Europe,Xbox One,Standard Edition,Digital,254,4345.94,14.4,106,148,27537,1824,18318,9219,18318,15.2,52.7,0,None,0,4.64,6,5.07,RON,4.4561,98,11.8,21.23,13361.96,Legacy,44.9,55.1,Autumn,None,Action-Adventure,Gen8
GTA5-110742,2022,12,4,Hong Kong,HKG,Asia,PS5,Standard Edition,Digital,1569,Lost,52.7,505,1064,40423,1919,24662,11430,29101,16.9,55.9,1,Christmas,1,4.73,16,5.37,HKD,7.7114,98,26.03,8.03,42213.83,Launch,36.6,63.4,Winter,Christmas,Action-Adventure,Gen9
GTA5-108609,2021,2,1,Georgia,GEO,Asia,PS4,Standard Edition,Digital,167,3228.11,3.3,58,109,10176,804,7241,2935,7241,18.3,63.7,0,None,0,4.67,4,5.48,GEL,2.6832,98,0.39,4.04,6026.27,Legacy,52.1,47.9,Winter,None,Action-Adventure,Gen8
GTA5-103256,2016,6,2,Chile,CHL,South America,PC,Standard Edition,Digital,296,3907.2,56,157,139,12557,982,7733,4824,7733,17.9,49,0,Steam Summer Sale,1,4.86,7,5.4,CLP,899.5137,98,7.6,17.65,16811.07,Mature,41.1,58.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-105014,2018,1,1,Denmark,DNK,Europe,PS4,Standard Edition,Digital,1354,Lost,41,698,656,25361,1421,14953,10408,14953,13.5,34.8,1,New Year Sale,1,4.6,32,4.36,DKK,6.9434,98,19.87,5.91,61799.04,Mature,49.9,50.1,Winter,New Year Sale,Action-Adventure,Gen8
