ID,Age,Sex,EducationLevel,Country,Background,EmotionalStabilityScore,SocialEnergyScore,OpennessScore,CooperationScore,SelfDisciplineScore,ImpulseControlScore,NoveltySeekingScore,Marijuana,LSD,Mushroom,Psychotropic,Ex
176,-0.95197,-0.48246,-1.22751,-0.57009,-1.10702,1.23461,0.63779,-0.31776,-1.34289,-1.64101,1.29221,1.2247,2,1,1,1,1
177,0.49788,0.48246,0.45468,0.96082,-0.31685,-2.05048,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,0,0,0,0,0
178,-0.95197,-0.48246,1.16365,-0.28519,-1.10702,1.02119,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,2,1,1,1,1
179,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.24649,-0.69509,-0.01928,-0.30172,-1.25773,-1.37983,0.40148,2,2,1,1,0
180,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,-0.58016,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,0,0,0,0,0
181,-0.95197,0.48246,0.45468,-0.57009,-1.10702,0.62967,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593,2,1,0,0,1
182,1.82213,-0.48246,-0.05921,0.96082,-0.31685,-0.92104,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,0,0,0,0,0
183,1.09449,0.48246,0.45468,0.96082,-0.31685,-1.69163,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,0,0,0,0,0
184,1.82213,-0.48246,1.16365,0.24923,-0.31685,-0.46725,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,0,0,0,0,0
185,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.58016,1.2861,-0.45174,0.94156,1.13407,0.19268,-0.84637,0,0,0,0,0
186,-0.07854,-0.48246,0.45468,0.96082,-1.10702,1.72012,1.93886,0.29338,-0.15487,-0.52745,0.52975,0.40148,2,0,0,1,2
187,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.79151,-0.57545,-1.55521,0.43852,-1.38502,-1.37983,-0.84637,0,0,0,0,0
188,1.09449,0.48246,0.45468,-0.28519,-0.31685,0.13606,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,0,0,0,0,0
189,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.13606,-0.69509,-0.31776,-0.76096,0.7583,-0.71126,-0.84637,0,0,0,0,0
190,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.02119,1.2861,0.7233,0.28783,-0.65253,0.19268,0.7654,2,1,0,1,1
191,1.82213,0.48246,0.45468,0.96082,-0.31685,-0.05188,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,0,0,0,0,0
192,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.73545,2.127,1.88511,0.13136,-0.65253,1.86203,1.92173,1,2,2,2,1
193,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,0,0,0,0,0
194,-0.95197,-0.48246,-0.61113,0.96082,0.1144,-1.86962,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,1,0,0,0,0
195,-0.95197,-0.48246,-0.05921,0.96082,0.1144,-1.32828,-0.30033,-0.71727,0.59042,0.41594,-0.71126,-1.54858,1,0,0,0,0
196,1.09449,-0.48246,-1.7379,0.96082,-0.31685,-1.1943,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,0,0,0,0,0
197,1.82213,0.48246,-0.05921,0.96082,-0.31685,-0.79151,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,0,0,0,0,0
198,-0.95197,-0.48246,-1.22751,0.96082,-1.10702,0.73545,-0.69509,1.65653,1.81866,-1.13788,-0.21712,-0.52593,2,0,0,1,1
199,1.09449,-0.48246,1.16365,-0.57009,-0.31685,-0.58016,0.32197,0.14143,-1.21213,0.25953,0.19268,0.40148,0,0,0,0,0
200,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,1.02119,-1.23177,0.29338,-0.01729,-1.13788,1.86203,1.92173,1,1,0,1,1
201,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.62967,-0.80615,1.06238,-0.01729,2.33337,-0.71126,-0.21575,2,1,0,2,1
202,-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.58016,0.32197,0.29338,-0.30172,-0.27607,-1.37983,0.07987,0,0,0,0,0
203,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,2.46262,-1.92173,-0.58331,-2.35413,-2.30408,1.29221,1.2247,0,1,1,1,2
204,0.49788,-0.48246,-1.7379,0.96082,-1.10702,0.73545,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,2,0,1,1,1
205,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.58016,-0.15487,-0.97631,0.13136,0.41594,-0.71126,-0.52593,0,0,0,0,0
206,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,-1.05308,-0.43999,0.14143,-1.07533,-0.27607,-1.37983,0.07987,1,0,0,0,0
207,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.04257,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,0,0,0,0,0
208,-0.07854,0.48246,0.45468,-0.57009,-1.10702,-0.14882,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,2,0,0,0,0
209,-0.07854,-0.48246,1.16365,0.96082,0.1144,-0.05188,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,1,0,0,0,0
210,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-0.46725,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,0,0,0,0,0
211,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.43907,1.11406,-1.11902,2.46262,1.30612,-1.37983,-1.54858,0,0,0,0,0
212,-0.95197,-0.48246,1.98437,0.96082,0.1144,1.13281,1.74091,0.58331,1.11406,0.25953,-0.71126,0.40148,1,1,0,1,1
213,-0.95197,0.48246,-0.61113,-0.57009,-1.10702,2.61139,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173,2,2,1,1,2
214,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,2.82196,0.47617,1.65653,-0.15487,0.25953,0.88113,1.2247,2,2,1,1,2
215,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.02119,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,2,2,1,1,1
216,-0.95197,-0.48246,1.16365,0.96082,0.1144,0.13606,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,1,0,0,0,0
217,-0.07854,-0.48246,-0.61113,-0.57009,-1.10702,1.60383,0.00332,2.15324,-0.91699,0.41594,-0.21712,0.40148,2,2,1,2,2
218,1.82213,-0.48246,1.16365,0.96082,-0.31685,-0.58016,1.74091,-1.97495,-1.07533,1.63088,0.88113,0.40148,0,0,0,0,0
219,1.82213,0.48246,0.45468,0.24923,-1.10702,1.49158,-1.09207,1.06238,-0.45321,-0.65253,-0.71126,0.07987,2,0,0,0,1
220,1.09449,0.48246,-1.7379,-0.57009,-0.31685,-0.14882,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,0,0,0,0,0
221,-0.95197,-0.48246,-1.22751,-0.57009,-1.10702,1.37297,-1.23177,-0.71727,-1.07533,0.58489,-0.71126,-0.52593,2,1,1,1,1
222,-0.95197,-0.48246,-0.61113,-0.28519,0.1144,0.73545,0.63779,0.29338,0.59042,-0.78155,1.86203,0.40148,1,0,1,2,1
223,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.14882,1.2861,0.29338,-0.01729,0.7583,-0.21712,-0.84637,0,0,0,0,0
224,1.82213,-0.48246,-0.61113,0.96082,-1.10702,-0.34799,-1.7625,-1.11902,-0.76096,-1.78169,0.52975,0.07987,2,0,0,0,0
225,-0.95197,-0.48246,-0.61113,-0.28519,0.1144,0.31287,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,1,2,1,0,0
226,1.09449,0.48246,0.45468,0.96082,-0.31685,0.41667,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,0,0,0,0,0
227,1.09449,-0.48246,-0.05921,0.96082,-0.31685,-1.05308,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,0,0,0,0,0
228,-0.07854,0.48246,1.16365,-0.57009,-1.10702,1.37297,1.2861,-0.17779,-0.76096,-1.0145,0.19268,-0.52593,2,0,1,0,1
229,1.09449,0.48246,-0.05921,0.96082,-0.31685,0.04257,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,0,0,0,0,0
230,1.09449,-0.48246,1.16365,0.96082,0.1144,-0.92104,-0.30033,0.29338,-0.15487,0.12331,-0.21712,-0.21575,1,0,0,0,0
231,-0.95197,-0.48246,-1.22751,-0.57009,-1.10702,0.62967,0.32197,0.44585,-0.15487,-0.14277,0.88113,1.2247,2,2,2,0,1
232,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.34799,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,0,0,0,0,0
233,1.09449,0.48246,-1.43719,0.24923,-0.31685,-0.58016,-0.69509,-1.55521,0.43852,0.58489,-2.55524,-2.07848,0,0,0,0,0
234,0.49788,0.48246,0.45468,-0.57009,0.1144,1.02119,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,1,0,0,0,1
235,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.05188,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,0,0,0,0,0
236,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.05308,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,0,0,0,0,0
237,1.82213,0.48246,-1.43719,0.96082,-0.31685,-0.05188,-0.94779,-1.11902,1.45039,-1.64101,0.19268,-0.21575,0,0,0,0,0
238,0.49788,-0.48246,0.45468,0.96082,-0.31685,1.02119,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,0,0,0,1,1
239,0.49788,-0.48246,0.45468,-0.57009,-1.10702,1.98437,-0.94779,1.24033,-0.60633,-1.64101,0.52975,1.2247,2,0,1,2,2
240,-0.95197,0.48246,0.45468,-0.57009,-0.31685,0.82562,0.32197,-0.17779,-0.15487,0.12331,0.88113,1.2247,0,1,1,0,1
241,1.09449,-0.48246,-2.43591,0.21128,-0.31685,-1.69163,-0.94779,-0.01928,1.11406,-1.0145,0.19268,1.2247,2,2,0,1,0
242,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.52135,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,0,0,0,1,0
243,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,-0.67825,1.45421,1.43533,1.45039,1.13407,-1.37983,0.07987,1,0,0,0,0
244,-0.95197,-0.48246,1.16365,-0.57009,-1.10702,1.8399,2.57309,1.24033,0.28783,1.46191,-0.21712,1.2247,2,2,1,1,2
245,1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.69163,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,0,0,0,0,0
246,1.09449,0.48246,-0.61113,0.96082,-0.31685,0.22393,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,0,0,0,0,0
247,0.49788,0.48246,1.16365,0.96082,-0.31685,0.31287,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575,0,0,0,0,0
248,0.49788,0.48246,1.16365,0.96082,-0.31685,-1.05308,0.63779,-0.84732,-1.07533,0.25953,-0.71126,-0.21575,0,0,0,0,0
249,0.49788,-0.48246,-1.7379,-0.28519,-1.10702,-1.43907,-0.57545,-1.11902,-0.91699,-0.78155,1.29221,-0.52593,2,0,0,0,0
250,0.49788,0.48246,0.45468,0.96082,-0.31685,0.52135,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,0,0,0,0,0
251,0.49788,0.48246,1.16365,0.96082,-0.31685,0.04257,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,0,0,0,0,0
252,1.09449,-0.48246,1.16365,-0.28519,-1.10702,0.13606,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,2,0,0,0,0
253,-0.95197,-0.48246,-0.61113,-0.28519,-1.10702,0.82562,0.63779,-0.01928,-1.21213,-0.78155,-0.21712,0.7654,2,1,1,1,1
254,0.49788,-0.48246,1.16365,-0.28519,-1.10702,-0.34799,-1.7625,-0.01928,-0.30172,0.25953,-0.21712,-1.54858,2,0,0,0,0
255,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.22393,-0.30033,1.06238,-0.91699,-0.14277,0.88113,-0.21575,0,0,0,0,0
256,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.79151,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,0,0,0,0,0
257,-0.95197,-0.48246,-1.22751,-0.57009,-1.10702,0.82562,1.2861,1.06238,-0.01729,-0.52745,0.52975,1.2247,2,2,1,1,1
258,1.09449,0.48246,-0.61113,0.96082,-0.31685,0.13606,0.00332,0.29338,0.59042,-0.00665,0.52975,-0.52593,0,0,0,0,0
259,-0.07854,-0.48246,-0.61113,-0.28519,0.1144,0.62967,0.63779,0.58331,-0.01729,0.58489,0.88113,0.40148,1,1,1,0,1
260,-0.95197,-0.48246,-1.7379,0.96082,-1.10702,1.23461,-1.37639,-0.17779,-1.772,-1.64101,0.88113,0.7654,2,0,0,1,1
261,-0.95197,-0.48246,0.45468,-0.57009,-1.10702,0.73545,-0.30033,0.44585,-0.91699,0.25953,0.52975,0.40148,2,2,1,0,1
262,-0.95197,-0.48246,-0.61113,0.96082,-1.10702,1.23461,0.00332,-0.45174,-0.91699,0.25953,0.52975,1.92173,2,1,1,1,1
263,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,-0.24649,-0.30033,0.14143,1.2861,1.13407,0.19268,-0.21575,2,0,0,1,0
264,1.82213,0.48246,-1.7379,0.96082,-0.31685,-1.05308,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,0,0,0,0,0
265,-0.07854,0.48246,-0.61113,0.96082,-0.31685,-0.14882,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,0,0,0,0,0
266,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.37297,1.58487,1.06238,0.43852,-0.27607,0.52975,1.2247,2,1,1,1,1
267,2.59171,0.48246,-1.7379,0.24923,-0.31685,-0.92104,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,0,0,0,0,0
268,-0.95197,-0.48246,-0.61113,0.96082,-1.10702,-0.24649,-1.50796,-1.27553,-0.60633,-1.78169,1.29221,-0.84637,2,0,0,0,0
269,0.49788,0.48246,0.45468,0.96082,0.1144,-1.1943,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,1,0,0,0,0
270,1.82213,-0.48246,-0.05921,0.96082,-0.31685,0.52135,-0.15487,-1.42424,0.59042,0.41594,-0.21712,-0.84637,0,0,0,0,0
271,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.23461,0.47617,1.06238,1.81866,1.30612,-0.21712,1.2247,2,1,2,1,1
272,1.09449,0.48246,-1.7379,0.96082,-0.31685,-1.05308,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,0,0,0,0,0
273,1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.67825,0.80523,-0.01928,0.94156,3.46436,-0.71126,-0.84637,0,0,0,0,0
274,-0.95197,0.48246,-0.05921,0.24923,-1.10702,1.49158,-1.37639,-1.82919,-0.91699,2.33337,-1.37983,-1.18084,2,1,1,1,1
275,1.82213,0.48246,1.98437,-0.57009,-1.10702,-0.46725,0.47617,0.44585,-0.45321,-0.00665,-0.21712,0.07987,2,0,1,2,0
276,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,-2.3436,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,0,0,0,0,0
277,-0.95197,-0.48246,0.45468,-0.57009,-1.10702,-1.1943,-1.50796,1.88511,-0.60633,3.00537,0.19268,1.2247,2,1,1,1,0
278,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.22393,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,0,0,0,0,0
279,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.32197,-0.17779,-0.15487,-0.00665,1.29221,0.40148,0,0,0,0,0
280,1.09449,0.48246,1.16365,0.96082,-0.31685,0.31287,0.80523,1.24033,0.59042,-0.00665,-0.21712,-1.54858,0,0,0,0,0
281,-0.07854,-0.48246,-0.61113,0.24923,-1.10702,1.60383,-0.57545,1.43533,-0.91699,-0.78155,0.52975,0.40148,2,1,1,2,1
282,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.58016,0.32197,-0.58331,1.2861,-0.89891,0.19268,-1.18084,0,0,0,0,0
283,1.09449,0.48246,-0.61113,0.24923,-0.31685,-0.24649,0.63779,-1.11902,0.28783,1.46191,-0.71126,-0.84637,0,0,0,0,0
284,1.09449,0.48246,1.98437,0.96082,-0.31685,-0.58016,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,0,0,0,0,0
285,0.49788,0.48246,-0.61113,0.21128,0.1144,0.62967,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,1,0,0,1,1
286,1.82213,0.48246,-0.61113,-0.57009,0.1144,0.41667,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,1,0,0,0,0
287,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,-1.1943,-0.80615,-0.84732,-1.21213,1.30612,0.19268,-1.18084,0,0,0,0,0
288,1.82213,-0.48246,1.16365,0.96082,-0.31685,-0.79151,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,0,0,0,0,0
289,-0.95197,-0.48246,-0.61113,-0.57009,-0.22166,-0.58016,1.93886,1.24033,0.13136,0.58489,0.52975,0.40148,2,0,0,1,0
290,-0.95197,-0.48246,-0.61113,0.21128,0.1144,0.73545,2.127,1.65653,1.11406,0.41594,0.88113,1.2247,1,1,1,1,1
291,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.41667,1.74091,0.58331,0.76096,-1.5184,0.88113,0.7654,1,2,1,1,0
292,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.34799,-0.94779,-0.58331,2.75696,1.46191,-1.37983,-1.18084,0,0,0,0,0
293,-0.07854,-0.48246,1.98437,0.96082,-0.31685,-1.1943,-0.43999,-0.31776,0.59042,0.93949,-0.71126,-1.18084,0,0,0,0,0
294,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.05188,0.80523,-0.58331,0.94156,1.46191,0.19268,0.07987,0,0,0,0,0
295,-0.95197,-0.48246,-0.61113,-0.28519,-1.10702,1.13281,0.63779,0.29338,-1.07533,-1.38502,-0.71126,-0.21575,2,2,1,2,1
296,-0.95197,0.48246,-1.7379,0.96082,0.1144,0.62967,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,1,0,0,0,0
297,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.58016,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,0,0,0,0,0
298,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.05188,-0.57545,-0.17779,-0.01729,-1.5184,-0.21712,-0.21575,0,0,0,0,0
299,0.49788,0.48246,0.45468,0.96082,-0.31685,0.41667,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,0,0,0,0,0
300,0.49788,0.48246,0.45468,-0.57009,0.1144,0.52135,1.2861,1.43533,1.2861,0.25953,-0.71126,-0.21575,1,0,0,0,0
301,0.49788,0.48246,0.45468,0.24923,-0.31685,-0.14882,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,0,0,0,0,0
302,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-1.43907,-0.30033,0.29338,1.2861,-0.14277,-0.71126,-1.54858,0,0,0,0,0
303,0.49788,-0.48246,-0.05921,-0.57009,0.1144,0.22393,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,1,1,0,2,0
304,-0.07854,0.48246,-1.22751,-0.28519,-1.10702,-0.67825,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148,2,1,1,1,0
305,-0.95197,0.48246,-0.61113,-0.57009,-1.10702,3.27393,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,2,1,1,0,2
306,-0.07854,-0.48246,0.45468,-0.57009,0.1144,-0.46725,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,1,0,1,1,0
307,1.09449,-0.48246,-1.7379,0.96082,-0.31685,-1.1943,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,0,0,0,0,0
308,-0.95197,0.48246,-1.7379,0.24923,-1.10702,-0.34799,-0.30033,-0.01928,-1.772,-2.18109,1.29221,0.40148,2,0,0,0,0
309,-0.95197,-0.48246,1.98437,0.96082,-1.10702,0.73545,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,2,0,2,1,1
310,-0.07854,0.48246,0.45468,0.96082,0.1144,-0.24649,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,1,0,1,0,0
311,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,1.02119,-0.43999,-1.82919,-2.35413,-0.14277,0.52975,0.7654,0,1,0,1,1
312,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,0.82562,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,0,0,0,0,1
313,1.82213,-0.48246,1.98437,0.96082,-0.31685,0.41667,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,0,0,0,0,0
314,-0.07854,0.48246,0.45468,0.24923,0.1144,0.62967,-0.30033,-0.71727,1.11406,-0.40581,0.19268,0.07987,1,0,0,0,1
315,-0.95197,-0.48246,-0.05921,-0.09765,0.1144,1.98437,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,1,1,0,1,2
316,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.67825,-1.23177,-1.97495,0.28783,-0.27607,-1.37983,-1.18084,0,0,0,0,0
317,-0.07854,-0.48246,-0.61113,-0.57009,-1.10702,0.62967,0.47617,0.7233,-0.60633,0.25953,-0.21712,1.2247,2,0,0,2,1
318,-0.07854,0.48246,1.16365,-0.57009,0.1144,-0.67825,-1.09207,-0.58331,0.28783,-1.0145,0.52975,-0.21575,1,0,1,0,0
319,-0.95197,0.48246,-0.61113,-0.57009,-1.10702,-0.46725,1.11406,-0.58331,-2.21844,-0.65253,1.86203,0.40148,2,0,1,0,0
320,2.59171,0.48246,-1.7379,0.96082,-0.31685,-0.34799,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,0,0,0,0,0
321,0.49788,-0.48246,1.16365,0.96082,-0.31685,1.02119,-0.94779,-1.27553,-0.01729,-0.65253,-0.21712,-0.52593,0,0,0,0,1
322,-0.07854,0.48246,-0.05921,0.96082,-0.31685,0.04257,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637,0,0,0,0,0
323,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,2.127,-0.43999,-0.01928,-0.45321,-1.64101,0.88113,0.40148,0,0,2,2,2
324,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.14882,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,0,0,0,0,0
325,-0.07854,0.48246,-0.05921,0.96082,0.1144,0.73545,-0.15487,-1.11902,0.94156,0.12331,-0.71126,-0.52593,1,0,0,0,1
326,1.09449,-0.48246,-1.22751,0.96082,-0.31685,-1.05308,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,0,0,0,0,0
327,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.79151,-1.50796,-0.71727,0.28783,1.30612,0.19268,-0.52593,0,0,0,0,0
328,-0.95197,0.48246,-0.61113,-0.57009,0.1144,1.8399,1.11406,-0.58331,-0.60633,-0.78155,0.88113,0.07987,1,0,0,0,2
329,-0.95197,-0.48246,-0.05921,-0.57009,-1.10702,1.02119,-0.69509,1.43533,2.03972,-0.40581,-0.71126,1.92173,2,2,1,2,1
330,0.49788,0.48246,1.98437,-0.57009,-0.31685,-0.79151,-0.15487,0.7233,0.13136,2.33337,-1.37983,-1.54858,0,0,0,0,0
331,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.14882,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,0,0,0,0,0
332,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.58016,-0.15487,-0.84732,0.13136,0.58489,-1.37983,-1.54858,0,0,0,0,0
333,-0.07854,-0.48246,0.45468,0.96082,0.1144,0.73545,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,1,1,0,0,1
334,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.46725,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,0,0,0,0,0
335,-0.07854,0.48246,-0.61113,0.24923,-1.10702,0.52135,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,2,0,0,0,0
336,-0.95197,0.48246,0.45468,0.96082,-0.31685,-1.55078,0.16767,-0.84732,1.11406,1.46191,0.52975,1.2247,0,0,0,0,0
337,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.13606,-0.15487,1.88511,0.28783,-1.5184,1.29221,0.7654,1,0,0,1,0
338,-0.95197,-0.48246,0.45468,-0.57009,0.1144,1.13281,-0.15487,-0.01928,1.81866,-1.13788,0.52975,0.40148,1,1,0,1,1
339,0.49788,0.48246,0.45468,0.96082,-0.31685,0.13606,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,0,0,0,0,0
340,-0.07854,0.48246,1.16365,-0.57009,0.1144,1.37297,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,1,0,0,0,1
341,-0.95197,-0.48246,-0.61113,-0.09765,-1.10702,-0.14882,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,2,0,0,1,0
342,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.13606,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,2,0,0,0,0
343,-0.95197,-0.48246,-0.61113,-0.09765,-1.10702,0.73545,-2.32338,1.06238,-0.01729,-2.42317,0.19268,-0.84637,2,2,0,0,1
344,1.09449,-0.48246,-0.05921,0.96082,0.1144,-0.79151,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,1,0,0,0,0
345,-0.95197,0.48246,1.16365,0.96082,-0.31685,-0.79151,0.32197,-0.58331,0.13136,0.7583,-0.21712,-0.21575,0,0,0,0,0
346,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,-0.05188,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,0,0,0,0,0
347,-0.95197,-0.48246,-1.22751,-0.57009,-1.10702,1.60383,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,2,2,1,1,1
348,-0.07854,-0.48246,-0.61113,-0.57009,0.1144,0.41667,-0.15487,1.65653,0.13136,0.25953,0.52975,1.2247,1,0,0,1,0
349,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.79151,-0.15487,1.43533,-0.01729,0.93949,1.86203,0.7654,0,0,0,0,0
350,0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.67825,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,0,0,0,0,0
351,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,-0.58016,1.2861,-0.97631,0.43852,0.93949,0.19268,1.92173,2,1,1,1,0
352,0.49788,-0.48246,-1.7379,-0.57009,0.1144,0.73545,-0.57545,0.14143,0.59042,-1.5184,-1.37983,-0.21575,1,0,0,0,1
