lat,long,area,price,age,total_floors,floor_number,rooms,document_type,cooling_type,monthly_levy,has_master_bedroom,parking_type,neighbor_noise_level,distance_to_hospital_km,has_smart_home,water_pressure,exterior_style,fiber_internet,manager_present,window_type
35.74343582,51.37328391,135,21605,10,6,6,3,Cooperative,Split,4860,0,Underground,High,9.8,0,Excellent,Roman,0,1,Single-glazed
35.71104112,51.4374421,198,54165,15,18,3,1,Private,Split,4356,1,Underground,High,9.6,0,Excellent,Modern,0,1,Double-glazed
35.70164463,51.46910676,94,41978,14,4,3,2,,Water Cooler,2350,0,Roofed,High,2.5,0,Normal,Mixed,0,1,Double-glazed
35.65162236,51.50691027,319,181895,14,14,7,8,Private,Chiller,8294,1,Underground,High,8.7,0,Normal,Modern,0,1,Double-glazed
35.73767863,51.36797853,128,20268,24,14,,3,Private,Chiller,2688,1,Underground,Average,10.9,0,Normal,Roman,1,1,Single-glazed
35.78191639,51.50057019,111,12812,38,3,3,3,Endowment,nan,1887,0,Courtyard,High,4.4,0,Normal,Roman,0,0,Double-glazed
35.70042242,51.41677134,69,15288,11,19,17,2,Private,Split,,0,Roofed,Average,5.9,0,Normal,Roman,1,1,Double-glazed
35.70534164,51.35738205,224,49586,15,11,10,6,Foundation,Chiller,6944,0,Doesn't have,High,2.6,0,Excellent,Mixed,0,1,Double-glazed
35.77358715,51.40480302,216,94937,24,17,1,5,Private,Water Cooler,4320,1,Roofed,High,3.1,0,Normal,Mixed,0,1,Double-glazed
35.74049575,51.51249794,145,17654,23,2,2,4,Promissory Contract,Split,4350,1,Underground,Average,0.6,0,Normal,Modern,1,0,Single-glazed
35.62731472,51.50423602,113,52356,27,13,9,3,Private,nan,1695,0,Roofed,Low,6.6,0,Normal,Modern,1,1,Double-glazed
35.59723011,51.38561481,105,9322,35,9,5,3,Private,nan,2940,0,Roofed,Average,1.4,0,Normal,Modern,1,1,Double-glazed
35.76659428,51.47078397,158,52188,18,19,6,4,Private,Split,4108,1,Roofed,Average,0.7,0,Normal,Roman,0,1,Single-glazed
35.74159619,51.30711444,128,25335,10,3,3,3,Foundation,Split,4224,1,Doesn't have,Low,0.8,0,Normal,Modern,1,1,Double-glazed
35.74367904,51.38865834,211,36922,18,8,7,5,Private,Chiller,7174,0,Roofed,Low,1.9,0,Normal,Mixed,0,1,Triple-glazed
35.68415904,51.43109629,166,83062,14,11,8,4,Foundation,Water Cooler,5976,1,Courtyard,Low,6.6,0,Poor,Classic,0,1,Double-glazed
35.66597918,51.39868634,87,7439,45,3,2,2,Power of Attorney,nan,1914,0,Roofed,Low,11.3,0,Normal,Classic,1,1,Double-glazed
35.70718611,51.36520788,277,63979,30,15,12,7,Foundation,nan,4155,1,Courtyard,High,8,0,Normal,Roman,0,1,Triple-glazed
35.67560868,51.30283841,108,20662,36,16,6,3,Private,nan,3996,0,Roofed,Low,10.9,0,Poor,Roman,0,1,Triple-glazed
35.72875883,51.50549258,203,105747,3,14,11,5,Private,Chiller,3451,1,Roofed,Average,3.9,1,Normal,Mixed,0,1,Double-glazed
35.74605647,51.36221147,77,11014,16,18,5,2,Private,Split,1540,0,Roofed,Low,9.1,0,Excellent,Classic,1,1,Double-glazed
35.80301043,51.41480717,94,34982,13,9,6,2,Endowment,Chiller,1504,0,Doesn't have,Low,7.3,0,Poor,Modern,1,1,Double-glazed
35.75362574,51.45763085,203,70498,26,9,2,5,Cooperative,nan,7917,1,Roofed,High,4.9,0,Normal,Classic,0,1,Single-glazed
35.73928505,51.57706866,147,17947,4,12,12,4,Private,Split,4704,1,Doesn't have,High,8.7,1,Normal,Mixed,1,1,Double-glazed
35.76246045,51.34268414,97,36326,0,9,4,2,Private,Water Cooler,2716,0,Courtyard,High,1.7,0,Excellent,Mixed,1,1,Double-glazed
35.83915432,51.45551053,67,6990,30,13,11,2,,nan,,0,Roofed,Low,11.1,0,Normal,Classic,1,1,Double-glazed
35.66852739,51.35328882,107,20433,23,13,,3,Private,Split,2461,0,Courtyard,Average,4.8,0,Normal,Modern,1,1,Double-glazed
35.86955599,51.46674766,214,28165,31,14,8,5,Private,nan,6420,1,Underground,Low,4.4,0,Normal,Modern,1,1,Double-glazed
35.66993842,51.5175901,92,40909,11,6,6,2,Foundation,Chiller,2116,0,Underground,High,9.7,0,Normal,Classic,0,1,Double-glazed
35.64023678,51.41318035,102,9003,36,17,13,3,Private,nan,1632,0,Underground,Average,11.7,0,Normal,Mixed,0,1,Double-glazed
35.80407425,51.50773916,119,13927,37,5,4,3,Private,nan,2380,0,Roofed,High,1.2,0,Normal,Roman,1,1,Triple-glazed
35.8477003,51.53813043,124,14633,19,19,15,3,Cooperative,Water Cooler,2604,1,Courtyard,High,9.7,0,Excellent,Mixed,1,1,Triple-glazed
35.78270113,51.40535676,235,105044,16,5,3,6,Private,Water Cooler,7990,0,Courtyard,Low,3.6,0,Excellent,Classic,0,1,Triple-glazed
35.74833426,51.38034431,147,23929,49,17,6,4,Private,nan,3381,1,Roofed,Average,1.8,0,Normal,Classic,1,1,Triple-glazed
35.73976121,51.36345142,62,8492,26,12,7,2,Private,nan,,0,Roofed,Average,7.1,0,Poor,Modern,1,1,Double-glazed
35.74450206,51.38220367,142,22956,38,10,7,4,Private,nan,5112,1,Underground,Average,3.9,0,Normal,Mixed,1,1,Double-glazed
35.81842453,51.44047686,95,10629,23,12,9,2,Private,Water Cooler,2945,0,Courtyard,Average,10.9,0,Poor,Roman,1,1,Double-glazed
35.7989437,51.32207663,51,16795,0,9,5,4,Private,Water Cooler,,0,Roofed,Average,9.7,1,Normal,Mixed,1,1,Triple-glazed
35.74717271,51.41489283,176,29701,23,18,,4,,Chiller,6864,1,Underground,Average,11.4,0,Normal,Roman,0,1,Double-glazed
35.74582203,51.35377071,98,,34,15,3,2,Private,nan,3234,0,Underground,Average,9.2,0,Normal,Modern,0,1,Single-glazed
35.70641837,51.38800647,116,28515,18,14,,3,Cooperative,Water Cooler,3248,0,Doesn't have,Low,4.8,0,Normal,Mixed,0,1,Double-glazed
35.6076437,51.43504187,217,22275,39,18,14,5,Private,nan,7595,1,Roofed,High,9.9,0,Normal,Mixed,0,1,Single-glazed
35.79489804,51.49928996,95,10629,31,2,2,2,Private,nan,1425,0,Roofed,High,2.9,0,Normal,Classic,1,0,Double-glazed
35.69890782,51.3175899,308,72664,34,4,2,4,Endowment,nan,10164,0,Roofed,Average,7.5,0,Excellent,Classic,1,0,Double-glazed
35.69327067,51.38199949,103,19519,20,5,1,5,Endowment,Chiller,2266,0,Doesn't have,Average,2.7,0,Excellent,Modern,0,1,Double-glazed
35.73692433,51.40096507,76,10842,30,12,3,2,Private,nan,1672,0,Underground,High,6.6,0,Excellent,Classic,1,1,Double-glazed
35.65573986,51.5180371,79,34074,8,7,4,2,Private,Split,2528,0,Roofed,High,5.4,0,Normal,Mixed,1,1,Double-glazed
35.69045852,51.33442063,73,12914,18,19,18,1,Cooperative,Split,2701,0,Doesn't have,High,4.3,0,Normal,Mixed,0,1,Double-glazed
35.76075338,51.51252821,93,10361,26,13,,2,Private,nan,1395,0,Courtyard,High,5,0,Normal,Classic,0,1,Double-glazed
35.72746436,51.43285429,75,16897,20,16,,2,,Split,1125,0,Underground,Low,10.5,0,Normal,Modern,1,1,Triple-glazed
35.79651124,51.46759212,185,23649,5,9,8,5,Private,Split,6660,1,Underground,Low,2.7,0,Normal,Roman,1,1,Double-glazed
35.74352492,51.41492132,93,,29,19,7,5,Endowment,nan,3255,0,Underground,High,0.8,0,Normal,Classic,1,1,Double-glazed
35.64441837,51.44200208,143,69451,12,6,4,1,Private,Chiller,4576,1,Courtyard,High,5,0,Poor,Mixed,1,1,Double-glazed
35.80804856,51.43009925,116,36019,18,13,6,3,Foundation,Chiller,3364,0,Roofed,Low,0.6,0,Poor,Roman,1,1,Double-glazed
35.67622165,51.50403286,150,73550,11,4,3,4,Private,Split,2700,1,Roofed,Average,8.6,0,Normal,Mixed,0,1,Double-glazed
35.80087766,51.44130956,169,21217,37,16,2,4,Private,nan,6084,1,Roofed,High,10.6,0,Normal,Mixed,1,1,Double-glazed
35.62368662,51.36645657,171,16736,42,15,2,4,,nan,3933,1,Underground,Low,3.2,0,Excellent,Modern,1,1,Single-glazed
35.80243138,51.39329256,115,44558,2,6,1,3,Private,Water Cooler,4370,0,Roofed,High,5.2,1,Normal,Classic,1,1,Double-glazed
35.75120623,51.39775278,89,13104,29,4,1,2,Endowment,nan,1424,0,Doesn't have,Low,5.2,0,Normal,Classic,0,0,Double-glazed
35.76846834,51.36715266,105,39950,15,4,2,3,Private,Chiller,2100,0,Underground,High,2.3,0,Normal,Modern,1,0,Double-glazed
35.74540687,51.37249606,103,15616,24,15,13,3,Private,Split,2369,0,Roofed,High,1.4,0,Normal,Classic,0,1,Single-glazed
35.85678412,51.46252943,122,14350,37,18,14,3,Private,nan,4514,1,Roofed,Low,0.6,0,Normal,Roman,0,1,Single-glazed
35.74304171,51.48829069,95,28343,28,6,4,2,Endowment,nan,2375,0,Roofed,Low,0.9,0,Normal,Roman,1,1,Triple-glazed
35.70782122,51.439035,86,19912,35,8,2,2,Private,nan,1806,0,Courtyard,High,11.7,0,Poor,Classic,0,1,Single-glazed
35.72497527,51.43613148,113,27632,33,9,5,4,Private,nan,2486,0,Roofed,High,10.7,0,Normal,Roman,0,1,Double-glazed
35.76189595,51.41553929,68,,0,10,,1,Private,Water Cooler,,0,Courtyard,Average,3.9,1,Normal,Roman,0,1,Double-glazed
35.67893939,51.41023373,140,13165,37,16,13,4,Private,nan,3780,0,Underground,Low,6.5,0,Normal,Modern,1,1,Double-glazed
35.73984191,51.31992836,149,30401,21,4,3,4,Private,Chiller,2384,0,Doesn't have,Average,1.1,0,Normal,Mixed,0,1,Double-glazed
35.79107191,51.46522891,117,13647,16,9,6,3,Private,Split,4563,0,Courtyard,Low,6.6,0,Normal,Classic,0,1,Double-glazed
35.72838102,51.4092881,71,15821,24,11,3,2,Endowment,Chiller,1136,0,Roofed,Low,1.1,0,Normal,Classic,1,1,Single-glazed
35.6935392,51.46070636,87,38256,20,2,2,2,Endowment,Split,2175,0,Underground,High,10,0,Normal,Mixed,0,0,Double-glazed
35.72593122,51.36133151,141,28453,25,16,9,4,Endowment,Chiller,2679,1,Underground,Low,4.3,0,Normal,Modern,1,1,Double-glazed
35.71387083,51.47713267,183,93371,12,19,18,5,Private,Chiller,4758,1,Doesn't have,Average,9.2,0,Excellent,Modern,0,1,Double-glazed
35.82514462,51.46784825,200,25969,44,11,3,4,Cooperative,nan,3000,0,Roofed,High,7.9,0,Normal,Mixed,0,1,Double-glazed
35.73076543,51.41430638,67,14758,11,17,9,2,Private,Split,,0,Underground,Low,5.7,0,Normal,Roman,0,1,Double-glazed
35.61419721,51.37661529,220,22645,19,18,10,5,Private,Split,3520,1,Roofed,Low,10,0,Normal,Mixed,0,1,Double-glazed
35.68005872,51.37735709,197,42503,30,10,5,5,Private,nan,4531,0,Roofed,Low,8.5,0,Normal,Roman,1,1,Triple-glazed
35.67442411,51.40536703,134,12491,32,18,14,3,,nan,2948,1,Roofed,Average,10.3,0,Normal,Classic,1,1,Double-glazed
35.56671378,51.45843922,154,14760,25,15,7,4,Endowment,Split,2310,1,Underground,Average,8.9,0,Normal,Roman,0,1,Double-glazed
35.72651525,51.33587335,242,54405,10,16,6,5,Private,Water Cooler,6292,1,Roofed,High,1.9,0,Normal,Roman,0,1,Double-glazed
35.75050336,51.37538886,116,18009,35,16,14,3,Cooperative,nan,3944,0,Roofed,Low,8.5,0,Normal,Mixed,1,1,Single-glazed
35.78717329,51.49469927,93,10361,41,2,1,2,Private,nan,3255,0,Underground,Low,11.5,0,Excellent,Classic,0,0,Single-glazed
35.74786526,51.36297437,159,26292,23,2,2,4,Foundation,Water Cooler,3021,1,Courtyard,High,11,0,Excellent,Mixed,1,1,Double-glazed
35.74527428,51.52013679,64,6617,38,19,1,2,Private,nan,,0,Underground,High,6.5,0,Normal,Mixed,1,1,Double-glazed
35.76041287,51.43944523,135,43210,15,13,1,3,Endowment,Split,3240,1,Courtyard,High,8.8,0,Normal,Roman,0,1,Double-glazed
35.66547234,51.37076175,91,7851,30,15,11,2,Private,nan,2366,0,Underground,Average,7.9,0,Normal,Classic,0,1,Double-glazed
35.72237225,51.35580549,149,30401,1,17,9,4,Private,Chiller,5066,1,Roofed,Low,6.4,1,Normal,Mixed,1,1,Double-glazed
35.78617463,51.42548646,106,32326,9,14,11,3,Cooperative,Water Cooler,3286,0,Doesn't have,Average,8.1,0,Normal,Mixed,0,1,Double-glazed
35.74766026,51.39229198,123,19321,30,12,4,5,Endowment,nan,4305,1,Underground,Low,1.4,0,Poor,Classic,1,1,Double-glazed
35.80217361,51.41463085,183,77809,16,10,5,5,Cooperative,Chiller,4026,1,Underground,Low,10.3,0,Poor,Mixed,1,1,Double-glazed
35.66345578,51.48942488,71,29977,31,14,3,2,Private,nan,1349,0,Roofed,High,1.5,0,Normal,Roman,1,1,Double-glazed
35.79431149,51.43110707,111,34164,23,11,,3,Private,Chiller,1776,0,Roofed,Average,11.5,0,Normal,Classic,1,1,Single-glazed
35.72973358,51.3644171,145,23539,13,2,1,1,Endowment,Split,4640,1,Underground,Low,7.6,0,Normal,Classic,1,1,Double-glazed
35.66460789,51.30936713,208,45367,8,17,17,4,Private,Water Cooler,5616,1,Roofed,High,8.6,0,Normal,Classic,1,1,Double-glazed
35.74836015,51.35228173,184,31328,3,14,13,5,Private,Water Cooler,5888,0,Doesn't have,Average,1.1,0,Poor,Roman,1,1,Triple-glazed
35.81000801,51.49311518,184,23496,34,9,4,5,Foundation,nan,3864,0,Roofed,Average,11.5,0,Normal,Classic,1,1,Double-glazed
35.82002663,51.52085533,193,24882,36,16,12,5,Power of Attorney,nan,5211,0,Doesn't have,Average,5.5,0,Normal,Classic,1,1,Double-glazed
35.60362576,51.48011138,142,68868,1,7,,4,Endowment,Chiller,2698,1,Courtyard,High,11.8,1,Excellent,Modern,0,1,Triple-glazed
35.56012443,51.36667776,143,13504,41,12,1,4,,nan,4290,1,Underground,High,1.6,0,Poor,Classic,0,1,Double-glazed
35.71913688,51.45704109,95,22438,34,6,5,2,Endowment,nan,1615,0,Roofed,Average,4.1,0,Normal,Roman,1,1,Triple-glazed
35.79011897,51.43921343,194,66764,16,13,6,5,Private,Split,5626,1,Roofed,High,6.5,0,Poor,Classic,1,1,Single-glazed
35.74338848,51.39675774,264,48314,31,16,2,7,Private,nan,10032,1,Roofed,High,8.3,0,Poor,Classic,1,1,Double-glazed
35.7436245,51.41900479,78,17711,18,19,10,2,,Chiller,1170,0,Courtyard,Low,8.8,0,Poor,Classic,0,1,Single-glazed
35.71286791,51.32132711,132,26288,17,13,10,3,Private,Chiller,2244,1,Roofed,Average,7.7,0,Normal,Classic,0,1,Double-glazed
35.71902582,51.48556467,87,38256,7,7,1,2,Private,Split,2088,0,Courtyard,Average,7.6,0,Normal,Modern,1,1,Double-glazed
35.700995,51.43380632,56,11900,39,19,16,4,Endowment,nan,,0,Roofed,Low,3.8,0,Excellent,Modern,1,1,Triple-glazed
35.71992123,51.35731645,153,31383,17,9,4,5,Endowment,Water Cooler,3825,1,Doesn't have,Average,12,0,Normal,Classic,0,1,Double-glazed
35.74621628,51.39817081,208,36293,19,3,3,4,Private,Split,8112,1,Courtyard,Average,8.2,0,Normal,Roman,1,0,Triple-glazed
35.80376766,51.39509112,230,102368,6,15,3,6,Private,Chiller,4600,1,Underground,High,8.1,0,Poor,Roman,1,1,Double-glazed
35.62473689,51.40423015,192,19232,18,16,,5,Cooperative,Chiller,3456,1,Doesn't have,Low,10,0,Normal,Mixed,1,1,Double-glazed
35.73356743,51.41404827,133,33600,49,9,7,3,Private,nan,2128,1,Roofed,Average,5.9,0,Normal,Roman,1,1,Double-glazed
35.70768887,51.3742798,133,26527,5,18,11,3,Private,Water Cooler,4123,1,Underground,Average,4.3,0,Excellent,Classic,1,1,Double-glazed
35.67795769,51.34276749,258,58750,38,16,11,6,Private,nan,5676,1,Underground,High,3.4,0,Normal,Classic,1,1,Double-glazed
35.63032958,51.47804901,57,23032,8,10,7,1,Cooperative,Chiller,,0,Underground,High,10,0,Normal,Modern,0,1,Triple-glazed
35.62573199,51.43661561,97,8476,15,7,7,2,Private,Chiller,1940,0,Underground,Low,6.9,0,Normal,Roman,1,1,Double-glazed
35.74322303,51.32370145,114,22047,12,11,2,3,Private,Chiller,1824,0,Courtyard,Low,3.6,0,Excellent,Modern,1,1,Double-glazed
35.65694431,51.44233308,194,100146,5,16,4,5,Private,Split,3492,1,Roofed,Average,5,0,Excellent,Mixed,1,1,Triple-glazed
35.79325054,51.32256551,221,97580,10,9,3,6,,Split,6409,1,Roofed,Average,3.5,0,Excellent,Modern,0,1,Double-glazed
35.70770891,51.46120126,107,49038,21,6,6,3,Private,Water Cooler,1926,0,Courtyard,Average,5.3,0,Normal,Mixed,1,1,Double-glazed
35.76595063,51.42566868,70,19647,21,4,2,2,Private,Split,2520,0,Roofed,Low,3.6,0,Normal,Roman,1,0,Double-glazed
35.76294527,51.43814137,90,26563,18,10,8,2,Cooperative,Split,2610,0,Underground,Average,7.4,0,Poor,Modern,0,1,Single-glazed
35.73944532,51.41812564,210,58128,26,5,4,5,Cooperative,nan,7350,1,Roofed,High,8,0,Normal,Modern,0,1,Double-glazed
35.71817656,51.5116377,130,61945,25,13,13,3,Cooperative,Water Cooler,3510,1,Underground,High,1.2,0,Normal,Mixed,1,1,Single-glazed
35.79386548,51.51009743,189,24264,35,8,4,5,Endowment,nan,7182,1,Roofed,High,10.6,0,Excellent,Classic,1,1,Double-glazed
35.70112725,51.4241637,95,22438,41,8,6,4,Private,nan,1900,0,Courtyard,High,2.9,0,Normal,Roman,0,1,Double-glazed
35.71823551,51.39320192,95,22438,14,12,6,2,Private,Water Cooler,3705,0,Roofed,Low,5.2,0,Normal,Modern,0,1,Double-glazed
35.76992882,51.44113274,210,73425,18,8,4,5,Private,Split,3360,1,Underground,Low,10.7,0,Normal,Classic,1,1,Double-glazed
35.65335307,51.39026464,204,20684,14,3,3,4,Cooperative,Split,3468,1,Underground,Low,11.5,0,Normal,Roman,1,0,Double-glazed
35.78583837,51.4608465,110,12673,36,10,1,3,Private,nan,2530,0,Roofed,High,8.2,0,Normal,Modern,1,1,Triple-glazed
35.76459671,51.36989727,109,41783,9,6,5,3,Private,Split,3815,0,Underground,Low,3.2,0,Normal,Mixed,1,1,Triple-glazed
35.73116086,51.41743447,60,12927,11,8,3,4,Private,Split,,0,Underground,Low,7.2,0,Normal,Classic,1,1,Single-glazed
35.72317166,51.3686572,114,22047,27,10,5,4,Endowment,nan,3648,0,Underground,High,11.1,0,Normal,Roman,0,1,Single-glazed
35.70315733,51.41433814,78,17711,17,10,4,2,Private,Split,1638,0,Roofed,Low,0.8,0,Normal,Classic,1,1,Single-glazed
35.85936464,51.49562784,265,36401,37,4,3,7,Endowment,nan,8745,0,Courtyard,Low,9.3,0,Normal,Modern,1,1,Double-glazed
35.67677468,51.39358323,123,11271,29,10,3,3,Private,nan,4674,1,Roofed,High,11,0,Normal,Roman,1,1,Single-glazed
35.83115746,51.44325254,61,6246,27,18,13,2,Power of Attorney,nan,,0,Roofed,Low,6.5,0,Normal,Classic,0,1,Single-glazed
35.77304039,51.36746239,147,59824,7,16,2,4,Private,Split,5586,1,Underground,High,9.9,0,Excellent,Classic,0,1,Double-glazed
35.76689351,51.4311066,208,72587,20,7,,5,Foundation,Split,7696,1,Courtyard,Average,1.4,0,Normal,Classic,1,1,Double-glazed
35.60195593,51.47354212,186,95211,0,19,8,5,Foundation,Chiller,5022,0,Doesn't have,Average,1.3,0,Normal,Mixed,0,1,Double-glazed
35.72552924,51.36434074,230,51184,12,11,11,6,Cooperative,Split,8740,1,Roofed,High,1.3,0,Excellent,Mixed,0,1,Single-glazed
35.88097238,51.54693808,90,9961,13,18,18,2,Private,Water Cooler,1980,0,Roofed,High,9.5,0,Excellent,Classic,1,1,Double-glazed
35.64182115,51.37565641,197,19835,28,17,,5,Private,nan,6698,0,Roofed,High,6.2,0,Normal,Modern,1,1,Double-glazed
35.82014132,51.38454069,177,74758,5,13,7,4,Private,Chiller,4956,0,Roofed,Low,7.8,0,Normal,Roman,1,1,Double-glazed
35.72021903,51.37884089,137,21990,41,14,10,3,Private,nan,3288,1,Courtyard,High,7.9,0,Normal,Mixed,1,1,Double-glazed
35.66659462,51.41866684,182,18037,30,15,1,5,Private,nan,2730,1,Doesn't have,High,1.7,0,Normal,Modern,1,1,Triple-glazed
35.66567882,51.40631489,99,8686,42,6,,2,,nan,3267,0,Underground,High,8.4,0,Poor,Modern,0,1,Double-glazed
35.69944145,51.43058786,63,13707,22,16,15,2,Private,Split,,0,Underground,Low,5,0,Normal,Classic,0,1,Triple-glazed
35.661425,51.43323521,94,41978,14,13,13,2,Private,Chiller,2444,0,Roofed,Average,9.4,0,Normal,Roman,1,1,Double-glazed
35.71038849,51.41896989,83,19082,15,6,1,2,Private,Water Cooler,2739,0,Roofed,High,6.2,0,Normal,Modern,1,1,Double-glazed
35.71740057,51.39237988,89,20749,12,9,,2,Private,Split,3115,0,Roofed,Low,7.1,0,Normal,Mixed,1,1,Double-glazed
35.77113807,51.51613662,152,18682,39,13,7,4,Power of Attorney,nan,3040,1,Underground,Low,10.6,0,Normal,Modern,0,1,Double-glazed
35.73769156,51.36100219,105,15980,48,16,8,3,Private,nan,2835,0,Underground,High,10.2,0,Normal,Roman,1,1,Double-glazed
35.64842771,51.33931305,94,17491,35,9,4,2,Private,nan,2914,0,Roofed,Average,9.9,0,Normal,Mixed,1,1,Double-glazed
35.73583214,51.42677443,198,54165,43,10,10,5,,nan,4950,1,Roofed,Average,10.4,0,Normal,Classic,1,1,Double-glazed
35.60869904,51.37806925,170,16619,44,10,,4,Cooperative,nan,3060,1,Courtyard,Average,6,0,Normal,Mixed,1,1,Triple-glazed
35.60728083,51.468665,72,30484,7,14,,2,Power of Attorney,Water Cooler,2808,0,Courtyard,Average,1.6,0,Normal,Classic,1,1,Double-glazed
35.75571772,51.42138417,72,20323,30,16,5,2,Private,nan,1152,0,Roofed,Low,11.1,0,Normal,Mixed,1,1,Single-glazed
35.73964816,51.37685526,160,26491,40,3,1,4,Private,nan,5120,0,Roofed,Low,1.3,0,Normal,Classic,1,1,Double-glazed
35.69894276,51.36606285,162,33611,38,8,1,4,Endowment,nan,3564,1,Courtyard,Low,7.8,0,Excellent,Modern,0,1,Single-glazed
35.69286373,51.46537186,103,46847,10,16,12,3,,Water Cooler,1751,0,Doesn't have,Low,7.6,0,Normal,Roman,1,1,Double-glazed
35.8604462,51.4304935,94,10495,32,14,13,2,Private,nan,2162,0,Courtyard,High,7.1,0,Normal,Classic,1,1,Double-glazed
35.64973915,51.46816422,67,27962,24,9,8,1,Private,Split,,0,Courtyard,Low,3.8,0,Excellent,Mixed,0,1,Double-glazed
35.8210773,51.42207784,223,98641,8,2,2,6,Private,Chiller,4237,1,Doesn't have,Average,8.1,0,Excellent,Modern,1,0,Double-glazed
35.73602733,51.37627231,123,19321,33,17,17,3,,nan,2091,1,Underground,Low,11.8,0,Normal,Classic,0,1,Double-glazed
35.71806199,51.48715725,89,39313,18,17,1,2,Private,Split,3026,0,Underground,Low,4,0,Normal,Roman,1,1,Double-glazed
35.749205,51.40421571,134,21413,18,3,3,1,Endowment,Water Cooler,2144,1,Courtyard,Low,2,0,Excellent,Modern,1,0,Triple-glazed
35.71155935,51.44747067,119,29402,21,19,1,3,Private,Water Cooler,3451,0,Underground,Average,7.2,0,Normal,Mixed,1,1,Triple-glazed
35.83949338,51.49375152,80,8648,22,17,13,2,Endowment,Water Cooler,2640,0,Roofed,Low,10.1,0,Normal,Roman,0,1,Triple-glazed
35.62792078,51.37947376,187,18633,26,11,2,5,Cooperative,nan,5610,1,Doesn't have,Average,3.4,0,Normal,Modern,1,1,Single-glazed
35.80203551,51.42536177,265,97068,7,17,5,7,Private,Water Cooler,8215,1,Underground,Average,2.3,0,Poor,Mixed,1,1,Double-glazed
35.7373728,51.34914531,85,15501,19,3,3,5,Private,Water Cooler,2040,0,Courtyard,Average,4.9,0,Normal,Mixed,0,0,Double-glazed
35.79239844,51.42013883,263,96190,27,3,1,7,Power of Attorney,nan,4734,1,Roofed,Average,7,0,Normal,Mixed,1,0,Double-glazed
35.73036621,51.35267963,142,28695,31,9,1,4,Private,nan,2556,1,Courtyard,High,10.4,0,Excellent,Classic,1,1,Double-glazed
35.7008857,51.45697338,92,40909,8,8,7,2,,Split,1932,0,Roofed,Low,11.4,0,Normal,Classic,1,1,Double-glazed
35.74693895,51.36353935,67,9321,36,5,2,2,Private,nan,,0,Doesn't have,High,3.5,0,Poor,Roman,0,1,Double-glazed
35.81617179,51.42475822,205,89165,20,7,4,5,Private,Chiller,5740,1,Underground,Low,7.7,0,Normal,Roman,1,1,Double-glazed
35.65960773,51.46049997,128,60803,11,11,3,3,Foundation,Chiller,4608,1,Underground,Average,9.4,0,Normal,Mixed,1,1,Single-glazed
35.81250103,51.35599132,173,72736,5,14,9,4,Private,Split,5536,0,Courtyard,Average,7.3,0,Excellent,Modern,0,1,Double-glazed
35.6905608,51.55126607,118,55148,18,9,7,4,Private,Water Cooler,3304,0,Roofed,Average,7.1,0,Normal,Classic,1,1,Double-glazed
35.76639275,51.35848865,123,48303,21,16,16,3,Endowment,Split,3075,1,Underground,High,5.9,0,Normal,Classic,1,1,Double-glazed
35.68965042,51.42961635,103,24725,19,6,,3,Private,Split,2987,0,Underground,Low,5.2,0,Normal,Modern,1,1,Double-glazed
35.77354857,51.36758933,232,103437,12,9,,6,Private,Chiller,6960,1,Doesn't have,Low,11.8,0,Excellent,Classic,1,1,Double-glazed
35.72480125,51.40483489,125,31190,22,4,2,3,,Water Cooler,3375,0,Roofed,High,7.4,0,Normal,Mixed,1,0,Double-glazed
35.67478846,51.38715029,136,12715,35,6,1,3,Endowment,nan,4488,1,Courtyard,Average,10.1,0,Poor,Modern,1,1,Triple-glazed
35.826018,51.49927464,115,13367,24,16,15,3,Cooperative,Water Cooler,4370,0,Roofed,High,5.2,0,Normal,Mixed,0,1,Double-glazed
35.82604763,51.35923431,147,59824,14,6,,4,Power of Attorney,Split,2793,1,Underground,Average,4.2,0,Normal,Classic,0,1,Double-glazed
35.77230556,51.41166651,252,91382,36,9,6,5,Endowment,nan,9828,1,Roofed,High,5.9,0,Normal,Modern,1,1,Triple-glazed
35.82923056,51.47062369,66,6865,32,5,3,2,Private,nan,,0,Roofed,Low,6.4,0,Normal,Roman,1,0,Double-glazed
35.70681665,51.3148807,121,23681,5,6,6,3,Foundation,Water Cooler,3509,1,Courtyard,Low,7.9,0,Normal,Roman,1,1,Single-glazed
35.62098134,51.30320333,152,31137,15,19,6,4,Private,Split,5168,1,Courtyard,Low,7.3,0,Excellent,Modern,1,1,Single-glazed
35.71021381,51.41930846,106,25591,30,2,2,3,,nan,3816,0,Courtyard,Average,1.6,0,Normal,Modern,1,1,Double-glazed
35.77702216,51.34727117,95,35429,0,5,3,2,Private,Split,1995,0,Underground,Low,3,1,Normal,Roman,1,1,Single-glazed
35.672092,51.31047075,115,22279,15,13,,5,Endowment,Chiller,4140,0,Roofed,High,4.8,0,Normal,Classic,1,1,Double-glazed
35.68447293,51.34185305,74,13126,26,2,1,4,Private,nan,1406,0,Roofed,Low,10.2,0,Normal,Roman,1,0,Double-glazed
35.81559858,51.41623603,111,42705,16,14,1,3,Private,Chiller,4218,0,Underground,High,7.2,0,Normal,Classic,1,1,Double-glazed
35.70257898,51.32869197,145,29424,19,16,11,1,Private,Split,4205,1,Doesn't have,Average,2.9,0,Normal,Modern,1,1,Double-glazed
