No,timestamp,AQI,DEWP,TEMP,TEMP_F,PRES,sensor_voltage,cbwd,Iws,Is,Ir
4856,2022/Jul/22 07:00,227.0,23,24.0,75.2,1009.0,38.737308105625246,ne,0.89,0,0
4857,2022/Jul/22 08:00,227.0,23,25.0,77.0,1009.0,35.791493289176806,cv,0.89,0,0
4858,2022/Jul/22 09:00,202.0,23,27.0,80.6,1009.0,32.19762619294324,CV,1.78,0,0
4859,2022/Jul/22 10:00,197.0,24,28.0,82.4,1009.0,29.81138004892876,CV,2.67,0,0
4860,2022/Jul/22 11:00,202.0,24,30.0,86.0,1009.0,30.0169484932661,SouthEast,1.79,0,0
4861,2022/Jul/22 12:00,206.0,24,31.0,87.8,1009.0,29.948409111990195,calm,1.79,0,0
4862,2022/Jul/22 13:00,201.0,25,33.0,91.4,1008.0,28.497776016570917,S-E,3.13,0,0
4863,2022/Jul/22 14:00,153.0,25,33.0,91.4,1007.0,21.575971800601003,S_E,4.92,0,0
4864,2022/Jul/22 15:00,130.0,23,33.0,91.4,1007.0,16.798888071314032,SE,8.05,0,0
4865,2022/Jul/22 16:00,130.0,24,33.0,91.4,1006.0,19.348257098629954,S-E,11.18,0,0
4866,2022/Jul/22 17:00,137.0,23,33.0,91.4,1006.0,17.180664845547227,se,14.31,0,0
4867,2022/Jul/22 18:00,139.0,24,32.0,89.6,1006.0,21.23183304828742,S_E,16.1,0,0
4868,2022/Jul/22 19:00,153.0,24,31.0,87.8,1007.0,22.87733878391532,S-E,17.89,0,0
4869,2022/Jul/22 20:00,194.0,25,30.0,86.0,1007.0,29.39387059677337,S-E,21.02,0,0
4870,2022/Jul/22 21:00,176.0,25,29.0,84.2,1008.0,25.35573685996001,S_E,24.15,0,0
4871,2022/Jul/22 22:00,170.0,25,28.0,82.4,1008.0,31.65372074036101,S-E,27.28,0,0
4872,2022/Jul/22 23:00,169.0,25,28.0,82.4,1008.0,28.070231800360624,S_E,29.07,0,0
4873,2022/Jul/23 00:00,189.0,24,27.0,80.6,1008.0,25.860914999830552,SouthEast,30.86,0,0
4874,2022/Jul/23 01:00,207.0,24,27.0,80.6,1008.0,31.515736174853792,se,32.65,0,0
4875,2022/Jul/23 02:00,202.0,24,26.0,78.8,1008.0,29.08398771412535,SouthEast,34.44,0,0
4876,2022/Jul/23 03:00,172.0,24,25.0,77.0,1008.0,23.771040546585173,N_E,0.89,0,0
4877,2022/Jul/23 04:00,247.0,23,25.0,77.0,1008.0,34.36985585775213,ne,1.78,0,0
4878,2022/Jul/23 05:00,233.0,24,25.0,77.0,1008.0,35.814433381518505,Calm_wind,0.89,0,0
4879,2022/Jul/23 06:00,227.0,23,25.0,77.0,1009.0,32.68723952986085,CV,1.78,0,0
4880,2022/Jul/23 07:00,255.0,24,26.0,78.8,1009.0,40.18565204805041,calm,2.67,0,0
4881,2022/Jul/23 08:00,245.0,24,28.0,82.4,1009.0,38.73756442906088,calm,3.12,0,0
4882,2022/Jul/23 09:00,222.0,24,29.0,84.2,1009.0,36.047828770422896,Calm_wind,4.01,0,0
4883,2022/Jul/23 10:00,226.0,25,30.0,86.0,1009.0,32.19522646785179,calm,4.9,0,0
4884,2022/Jul/23 11:00,239.0,24,32.0,89.6,1009.0,36.80073122138402,calm,5.79,0,0
4885,2022/Jul/23 12:00,201.0,24,33.0,91.4,1008.0,31.4149084332846,SE,1.79,0,0
4886,2022/Jul/23 13:00,154.0,25,34.0,93.2,1008.0,22.151643649792067,se,4.92,0,0
4887,2022/Jul/23 14:00,144.0,23,35.0,95.0,1007.0,20.056456085214247,S_E,9.84,0,0
4888,2022/Jul/23 15:00,122.0,23,35.0,95.0,1007.0,21.519041331551943,se,14.76,0,0
4889,2022/Jul/23 16:00,132.0,23,34.0,93.2,1007.0,20.254991751464107,SE,20.57,0,0
4890,2022/Jul/23 17:00,114.0,22,34.0,93.2,1007.0,18.371935501423472,S-E,24.59,0,0
4891,2022/Jul/23 18:00,102.0,22,33.0,91.4,1007.0,13.655847976344145,SouthEast,28.61,0,0
4892,2022/Jul/23 19:00,110.0,22,32.0,89.6,1007.0,14.061431066955612,SouthEast,31.74,0,0
4893,2022/Jul/23 20:00,117.0,23,30.0,86.0,1008.0,16.41110045101578,SouthEast,34.87,0,0
4894,2022/Jul/23 21:00,99.0,23,31.0,87.8,1008.0,14.601957225220003,se,38.0,0,0
4895,2022/Jul/23 22:00,101.0,23,30.0,86.0,1009.0,13.0215599863653,S_E,41.13,0,0
4896,2022/Jul/23 23:00,105.0,23,30.0,86.0,1009.0,15.730310382699232,SE,44.26,0,0
4897,2022/Jul/24 00:00,84.0,23,29.0,84.2,1009.0,9.222989623863,SE,46.05,0,0
4898,2022/Jul/24 01:00,84.0,23,28.0,82.4,1009.0,10.359905155060256,SE,47.84,0,0
4899,2022/Jul/24 02:00,85.0,23,27.0,80.6,1009.0,14.09182249655375,S_E,49.63,0,0
4900,2022/Jul/24 03:00,101.0,23,26.0,78.8,1010.0,16.357581040555786,S-E,51.42,0,0
4901,2022/Jul/24 04:00,105.0,24,26.0,78.8,1010.0,14.966246469226268,S_E,53.21,0,0
4902,2022/Jul/24 05:00,114.0,23,25.0,77.0,1010.0,15.064471381846092,se,54.1,0,0
4903,2022/Jul/24 06:00,116.0,24,26.0,78.8,1010.0,15.345192896947976,NorthEast,0.89,0,0
4904,2022/Jul/24 07:00,118.0,24,27.0,80.6,1011.0,16.95346350811737,SE,1.79,0,0
4905,2022/Jul/24 08:00,114.0,25,29.0,84.2,1011.0,18.38903698329058,SouthEast,3.58,0,0
4906,2022/Jul/24 09:00,125.0,25,30.0,86.0,1011.0,20.60649138268865,SouthEast,5.37,0,0
4907,2022/Jul/24 10:00,104.0,25,32.0,89.6,1011.0,14.606936529036062,S-E,7.16,0,0
4908,2022/Jul/24 11:00,85.0,24,32.0,89.6,1011.0,10.443015148030431,CV,1.79,0,0
4909,2022/Jul/24 12:00,88.0,23,33.0,91.4,1011.0,13.735687275732666,SouthEast,3.13,0,0
4910,2022/Jul/24 13:00,82.0,24,34.0,93.2,1010.0,10.6529300587483,SE,7.15,0,0
4911,2022/Jul/24 14:00,77.0,22,35.0,95.0,1010.0,10.513494722277594,se,10.28,0,0
4912,2022/Jul/24 15:00,71.0,22,35.0,95.0,1010.0,13.300552180874076,SouthEast,14.3,0,0
4913,2022/Jul/24 16:00,77.0,21,34.0,93.2,1009.0,13.204230857131536,S-E,19.22,0,0
4914,2022/Jul/24 17:00,60.0,20,34.0,93.2,1009.0,9.315948624502903,S-E,24.14,0,0
4915,2022/Jul/24 18:00,64.0,21,33.0,91.4,1009.0,7.056161997774554,SouthEast,28.16,0,0
4916,2022/Jul/24 19:00,71.0,22,32.0,89.6,1009.0,11.072793134941318,S_E,31.29,0,0
4917,2022/Jul/24 20:00,81.0,22,30.0,86.0,1010.0,14.275314581575053,se,33.08,0,0
4918,2022/Jul/24 21:00,96.0,23,30.0,86.0,1011.0,13.648732668468927,se,34.87,0,0
4919,2022/Jul/24 22:00,111.0,23,29.0,84.2,1011.0,19.35222817997343,SouthEast,36.66,0,0
4920,2022/Jul/24 23:00,145.0,24,28.0,82.4,1011.0,24.335490579036414,SouthEast,37.55,0,0
4921,2022/Jul/25 00:00,165.0,24,29.0,84.2,1010.0,28.077465664286947,se,41.57,0,0
4922,2022/Jul/25 01:00,196.0,24,27.0,80.6,1010.0,30.010486253062705,S_E,43.36,0,0
4923,2022/Jul/25 02:00,211.0,23,28.0,82.4,1010.0,32.82478339961202,se,46.49,0,0
4924,2022/Jul/25 03:00,204.0,23,27.0,80.6,1010.0,33.42837457666218,S-E,49.62,0,0
4925,2022/Jul/25 04:00,201.0,23,26.0,78.8,1010.0,31.04478787413795,SE,51.41,0,0
4926,2022/Jul/25 05:00,201.0,22,25.0,77.0,1011.0,29.147531784419574,se,52.3,0,0
4927,2022/Jul/25 06:00,201.0,23,25.0,77.0,1010.0,29.252914326944275,cv,0.89,0,0
4928,2022/Jul/25 07:00,204.0,24,26.0,78.8,1011.0,31.07710990754748,ne,1.79,0,0
4929,2022/Jul/25 08:00,228.0,24,28.0,82.4,1011.0,31.61887715610756,CV,0.89,0,0
4930,2022/Jul/25 09:00,231.0,24,29.0,84.2,1011.0,34.36348216927161,CV,1.78,0,0
4931,2022/Jul/25 10:00,199.0,25,31.0,87.8,1011.0,32.043094236460504,S_E,1.79,0,0
4932,2022/Jul/25 11:00,201.0,25,32.0,89.6,1010.0,25.767492297669435,calm,1.79,0,0
4933,2022/Jul/25 12:00,137.0,24,34.0,93.2,1010.0,23.61896420358903,Calm_wind,3.58,0,0
4934,2022/Jul/25 13:00,113.0,24,34.0,93.2,1009.0,19.19474843740632,S_E,4.02,0,0
4935,2022/Jul/25 14:00,106.0,23,35.0,95.0,1009.0,14.980470768339046,SouthEast,8.94,0,0
4936,2022/Jul/25 15:00,96.0,24,35.0,95.0,1008.0,15.486781655743618,SouthEast,13.86,0,0
4937,2022/Jul/25 16:00,111.0,23,34.0,93.2,1008.0,16.656295453812653,S_E,17.88,0,0
4938,2022/Jul/25 17:00,118.0,22,33.0,91.4,1008.0,20.159980736877365,S-E,22.8,0,0
4939,2022/Jul/25 18:00,128.0,21,33.0,91.4,1008.0,21.16536628553988,S-E,27.72,0,0
4940,2022/Jul/25 19:00,125.0,23,32.0,89.6,1009.0,15.949858553633982,se,31.74,0,0
4941,2022/Jul/25 20:00,131.0,23,31.0,87.8,1009.0,20.824524826928357,SouthEast,34.87,0,0
4942,2022/Jul/25 21:00,138.0,23,30.0,86.0,1009.0,20.288744292713503,SE,36.66,0,0
4943,2022/Jul/25 22:00,150.0,23,29.0,84.2,1010.0,22.6656651410362,S-E,38.45,0,0
4944,2022/Jul/25 23:00,146.0,23,28.0,82.4,1010.0,20.443656198060367,SouthEast,39.34,0,0
4945,2022/Jul/26 00:00,161.0,23,28.0,82.4,1009.0,27.64627413824167,S_E,41.13,0,0
4946,2022/Jul/26 01:00,159.0,23,28.0,82.4,1009.0,25.93012363980515,S_E,42.92,0,0
4947,2022/Jul/26 02:00,173.0,24,27.0,80.6,1008.0,24.470457672054064,S-E,44.71,0,0
4948,2022/Jul/26 03:00,186.0,23,27.0,80.6,1008.0,25.23077878617953,Calm_wind,0.89,0,0
4949,2022/Jul/26 04:00,204.0,24,26.0,78.8,1008.0,29.8286547380443,calm,1.78,0,0
4950,2022/Jul/26 05:00,211.0,24,26.0,78.8,1008.0,32.51900529218261,S-E,1.79,0,0
4951,2022/Jul/26 06:00,225.0,24,26.0,78.8,1009.0,34.23041168789245,calm,0.89,0,0
4952,2022/Jul/26 07:00,215.0,24,27.0,80.6,1009.0,34.75626564953649,cv,1.78,0,0
4953,2022/Jul/26 08:00,227.0,24,28.0,82.4,1009.0,35.6298394443617,S-E,3.13,0,0
4954,2022/Jul/26 09:00,244.0,24,29.0,84.2,1009.0,38.539138051505816,se,4.92,0,0
4955,2022/Jul/26 10:00,251.0,25,30.0,86.0,1010.0,38.30371080122087,N_E,1.79,0,0
4956,2022/Jul/26 11:00,245.0,25,30.0,86.0,1009.0,33.97140253957802,NorthEast,3.58,0,0
4957,2022/Jul/26 12:00,249.0,25,31.0,87.8,1009.0,36.9586029377062,S-E,1.79,0,0
4958,2022/Jul/26 13:00,234.0,25,31.0,87.8,1009.0,37.22017947981733,SouthEast,4.92,0,0
4959,2022/Jul/26 14:00,262.0,25,32.0,89.6,1008.0,39.1969541429507,SE,6.71,0,0
4960,2022/Jul/26 15:00,269.0,24,32.0,89.6,1008.0,41.35618073724749,se,9.84,0,0
4961,2022/Jul/26 16:00,240.0,24,32.0,89.6,1008.0,35.362503369507735,SE,12.97,0,0
4962,2022/Jul/26 17:00,194.0,23,33.0,91.4,1007.0,27.040376302916307,S_E,16.1,0,0
4963,2022/Jul/26 18:00,174.0,24,32.0,89.6,1007.0,25.853311871907778,se,19.23,0,0
4964,2022/Jul/26 19:00,202.0,24,31.0,87.8,1007.0,30.918094886065305,cv,0.89,0,0
4965,2022/Jul/26 20:00,196.0,26,29.0,84.2,1007.0,28.08862456107711,Calm_wind,1.78,0,0
4966,2022/Jul/26 21:00,171.0,26,29.0,84.2,1007.0,25.17857751028666,se,0.89,0,0
4967,2022/Jul/26 22:00,195.0,25,29.0,84.2,1007.0,27.371073516028037,S_E,1.78,0,0
4968,2022/Jul/26 23:00,174.0,26,28.0,82.4,1006.0,28.33848983512819,SouthEast,3.57,0,0
4969,2022/Jul/27 00:00,178.0,25,28.0,82.4,1007.0,26.11108848482393,SouthEast,5.36,0,0
4970,2022/Jul/27 01:00,193.0,24,28.0,82.4,1006.0,31.855511090252364,SE,7.15,0,0
4971,2022/Jul/27 02:00,196.0,24,27.0,80.6,1006.0,32.45749570108182,SE,8.94,0,0
4972,2022/Jul/27 03:00,220.0,24,27.0,80.6,1006.0,32.83790807055652,SouthEast,10.73,0,0
4973,2022/Jul/27 04:00,208.0,24,27.0,80.6,1006.0,29.1831025349053,S-E,12.52,0,0
4974,2022/Jul/27 05:00,225.0,24,26.0,78.8,1006.0,29.578204244533325,S_E,13.41,0,0
4975,2022/Jul/27 06:00,224.0,24,26.0,78.8,1006.0,30.655925853946417,SouthEast,15.2,0,0
4976,2022/Jul/27 07:00,243.0,25,27.0,80.6,1006.0,33.70233035020267,S_E,16.09,0,0
4977,2022/Jul/27 08:00,230.0,25,29.0,84.2,1006.0,37.25693925492301,S-E,17.88,0,0
4978,2022/Jul/27 09:00,210.0,25,31.0,87.8,1006.0,31.73164917445389,calm,0.89,0,0
4979,2022/Jul/27 10:00,201.0,26,31.0,87.8,1005.0,30.92920904818397,se,3.13,0,0
4980,2022/Jul/27 11:00,199.0,25,33.0,91.4,1005.0,25.409157982129745,S_E,7.15,0,0
4981,2022/Jul/27 12:00,176.0,24,34.0,93.2,1005.0,24.004067141565475,S-E,11.17,0,0
4982,2022/Jul/27 13:00,192.0,23,34.0,93.2,1004.0,30.57415955289257,se,16.09,0,0
4983,2022/Jul/27 14:00,189.0,22,34.0,93.2,1004.0,28.92354822476517,se,21.01,0,0
4984,2022/Jul/27 15:00,173.0,22,35.0,95.0,1003.0,25.65558944262881,SouthEast,26.82,0,0
4985,2022/Jul/27 16:00,171.0,23,35.0,95.0,1003.0,26.779684717200244,S-E,32.63,0,0
4986,2022/Jul/27 17:00,161.0,22,34.0,93.2,1002.0,27.421595612271627,se,37.55,0,0
4987,2022/Jul/27 18:00,148.0,23,33.0,91.4,1002.0,21.757915072925897,S-E,42.47,0,0
4988,2022/Jul/27 19:00,140.0,23,32.0,89.6,1002.0,21.13873960531614,se,45.6,0,0
4989,2022/Jul/27 20:00,130.0,23,31.0,87.8,1002.0,19.88519383746261,se,47.39,0,0
4990,2022/Jul/27 21:00,126.0,23,30.0,86.0,1003.0,23.684219270547985,SouthEast,52.31,0,0
4991,2022/Jul/27 22:00,139.0,23,30.0,86.0,1002.0,16.651287471161947,se,55.44,0,0
4992,2022/Jul/27 23:00,138.0,24,29.0,84.2,1002.0,22.066446029577616,SouthEast,57.23,0,0
4993,2022/Jul/28 00:00,152.0,24,29.0,84.2,1002.0,22.570395502481876,se,60.36,0,0
4994,2022/Jul/28 01:00,150.0,24,28.0,82.4,1002.0,23.63354345236836,S-E,63.49,0,0
4995,2022/Jul/28 02:00,157.0,24,28.0,82.4,1001.0,22.235254892010552,S-E,65.28,0,0
4996,2022/Jul/28 03:00,147.0,24,26.0,78.8,1001.0,21.9520699382831,SouthEast,68.41,0,0
4997,2022/Jul/28 04:00,154.0,24,27.0,80.6,1001.0,24.522821158930988,SouthEast,71.54,0,0
4998,2022/Jul/28 05:00,185.0,24,26.0,78.8,1002.0,33.975820402087685,S-E,73.33,0,0
4999,2022/Jul/28 06:00,189.0,24,26.0,78.8,1002.0,29.966072378804142,se,75.12,0,0
5000,2022/Jul/28 07:00,198.0,24,27.0,80.6,1002.0,28.003868803938985,S_E,76.91,0,0
5001,2022/Jul/28 08:00,179.0,24,28.0,82.4,1002.0,26.00248063595459,se,80.04,0,0
5002,2022/Jul/28 09:00,180.0,25,29.0,84.2,1002.0,26.093171783232293,se,81.83,0,0
5003,2022/Jul/28 10:00,180.0,25,30.0,86.0,1001.0,23.40871365473997,se,83.62,0,0
5004,2022/Jul/28 11:00,178.0,25,32.0,89.6,1001.0,26.039819616597125,SouthEast,85.41,0,0
5005,2022/Jul/28 12:00,181.0,24,34.0,93.2,1000.0,28.615658163643488,SouthEast,89.43,0,0
5006,2022/Jul/28 13:00,177.0,23,34.0,93.2,999.0,24.00153576184641,CV,3.13,0,0
5007,2022/Jul/28 14:00,165.0,23,36.0,96.8,998.0,26.846965302101182,SE,4.02,0,0
5008,2022/Jul/28 15:00,198.0,22,36.0,96.8,997.0,30.67554964216868,S_E,8.04,0,0
5009,2022/Jul/28 16:00,193.0,23,35.0,95.0,997.0,27.481533356057923,SouthEast,12.06,0,0
5010,2022/Jul/28 17:00,183.0,23,35.0,95.0,996.0,27.166940725324302,S-E,16.98,0,0
5011,2022/Jul/28 18:00,189.0,24,34.0,93.2,996.0,31.546643615282065,SouthEast,21.0,0,0
5012,2022/Jul/28 19:00,184.0,24,32.0,89.6,997.0,29.067095627011728,se,22.79,0,0
5013,2022/Jul/28 20:00,194.0,24,32.0,89.6,997.0,29.117567309796293,SouthEast,25.92,0,0
5014,2022/Jul/28 21:00,169.0,24,31.0,87.8,997.0,24.87463336607803,S_E,27.71,0,0
5015,2022/Jul/28 22:00,172.0,25,30.0,86.0,997.0,25.95321814090332,se,29.5,0,0
5016,2022/Jul/28 23:00,188.0,25,29.0,84.2,997.0,27.17647288411539,se,32.63,0,0
5017,2022/Jul/29 00:00,159.0,25,29.0,84.2,997.0,19.640500988561968,SouthEast,35.76,0,0
5018,2022/Jul/29 01:00,151.0,25,29.0,84.2,996.0,26.73435582106946,SE,38.89,0,0
5019,2022/Jul/29 02:00,149.0,25,29.0,84.2,996.0,22.6606499983988,S_E,40.68,0,0
5020,2022/Jul/29 03:00,151.0,25,28.0,82.4,996.0,23.446294530245076,S_E,43.81,0,0
5021,2022/Jul/29 04:00,131.0,25,28.0,82.4,996.0,19.53418450024618,S-E,45.6,0,0
5022,2022/Jul/29 05:00,142.0,25,27.0,80.6,996.0,19.829766398550824,S_E,47.39,0,0
5023,2022/Jul/29 06:00,149.0,25,27.0,80.6,997.0,21.978151038102457,SE,49.18,0,0
5024,2022/Jul/29 07:00,155.0,25,28.0,82.4,997.0,20.051210475611377,SouthEast,50.97,0,0
5025,2022/Jul/29 08:00,156.0,26,29.0,84.2,997.0,27.954172996106607,se,52.76,0,0
5026,2022/Jul/29 09:00,169.0,25,30.0,86.0,997.0,22.880976003155205,Calm_wind,1.79,0,0
5027,2022/Jul/29 10:00,171.0,26,31.0,87.8,996.0,23.58606743230564,SouthEast,1.79,0,0
5028,2022/Jul/29 11:00,192.0,26,31.0,87.8,997.0,27.9194815912272,S_E,4.92,0,0
5029,2022/Jul/29 12:00,215.0,26,32.0,89.6,996.0,34.82615144970475,SouthEast,8.05,0,0
5030,2022/Jul/29 13:00,204.0,27,33.0,91.4,996.0,30.629017998525303,S-E,11.18,0,0
5031,2022/Jul/29 14:00,178.0,27,33.0,91.4,995.0,24.227728407939075,se,14.31,0,0
5032,2022/Jul/29 15:00,197.0,27,33.0,91.4,995.0,32.05867672151468,S_E,18.33,0,0
5033,2022/Jul/29 16:00,210.0,27,33.0,91.4,994.0,32.96200125357096,SE,21.46,0,0
5034,2022/Jul/29 17:00,244.0,28,32.0,89.6,995.0,37.676869914432906,NE,3.13,0,0
5035,2022/Jul/29 18:00,278.0,27,32.0,89.6,996.0,43.13146848234168,N-E,7.15,0,0
5036,2022/Jul/29 19:00,257.0,27,31.0,87.8,997.0,43.338723801164896,SouthEast,1.79,0,1
5037,2022/Jul/29 20:00,277.0,28,30.0,86.0,996.0,45.92018979007222,SE,3.58,0,2
5038,2022/Jul/29 21:00,276.0,28,30.0,86.0,997.0,40.026569313993406,N-W,1.79,0,3
5039,2022/Jul/29 22:00,246.0,27,30.0,86.0,997.0,40.147769985622304,calm,0.89,0,0
5040,2022/Jul/29 23:00,285.0,27,30.0,86.0,997.0,43.5163363795178,S_E,4.02,0,0
5041,2022/Jul/30 00:00,246.0,26,29.0,84.2,998.0,37.8981916322755,SouthEast,8.94,0,0
5042,2022/Jul/30 01:00,230.0,25,27.0,80.6,998.0,31.115458336713345,se,12.96,0,0
5043,2022/Jul/30 02:00,224.0,24,27.0,80.6,998.0,33.25922846922361,SouthEast,16.98,0,0
5044,2022/Jul/30 03:00,210.0,24,27.0,80.6,998.0,29.87435281932687,S-E,20.11,0,0
5045,2022/Jul/30 04:00,216.0,23,26.0,78.8,998.0,34.05611762978662,S_E,23.24,0,0
5046,2022/Jul/30 05:00,199.0,23,26.0,78.8,999.0,31.99216100080561,S_E,25.03,0,0
5047,2022/Jul/30 06:00,179.0,24,26.0,78.8,1000.0,22.70102729796737,N_E,1.79,0,0
5048,2022/Jul/30 07:00,190.0,24,26.0,78.8,1000.0,28.45593027199146,S_E,4.02,0,0
5049,2022/Jul/30 08:00,206.0,25,26.0,78.8,1000.0,33.143723009588506,Calm_wind,0.89,0,1
5050,2022/Jul/30 09:00,215.0,25,26.0,78.8,1000.0,31.87664207537311,nw,0.89,0,2
5051,2022/Jul/30 10:00,204.0,25,27.0,80.6,1000.0,32.05812729000473,N_E,0.89,0,0
5052,2022/Jul/30 11:00,229.0,25,27.0,80.6,1000.0,35.05233093525417,S_E,0.89,0,0
5053,2022/Jul/30 12:00,219.0,26,28.0,82.4,1000.0,33.533320463905255,N-E,0.89,0,0
5054,2022/Jul/30 13:00,227.0,26,28.0,82.4,999.0,33.5073700438634,calm,0.89,0,0
5055,2022/Jul/30 14:00,192.0,26,29.0,84.2,999.0,26.366838391728574,SouthEast,1.79,0,0
5056,2022/Jul/30 15:00,240.0,26,29.0,84.2,999.0,33.75693970514995,S_E,3.58,0,0
5057,2022/Jul/30 16:00,280.0,26,30.0,86.0,998.0,43.41870502891064,SouthEast,5.37,0,0
5058,2022/Jul/30 17:00,302.0,26,30.0,86.0,997.0,45.338916511037766,SouthEast,7.16,0,0
5059,2022/Jul/30 18:00,267.0,27,30.0,86.0,998.0,39.77297551078555,NE,1.79,0,0
5060,2022/Jul/30 19:00,205.0,26,29.0,84.2,998.0,29.902219915355296,CV,0.89,0,0
5061,2022/Jul/30 20:00,188.0,26,29.0,84.2,998.0,27.589622309038496,calm,1.78,0,0
5062,2022/Jul/30 21:00,165.0,26,29.0,84.2,999.0,26.84382358897628,ne,0.89,0,0
5063,2022/Jul/30 22:00,170.0,26,29.0,84.2,999.0,24.829511836263947,N_E,1.78,0,0
5064,2022/Jul/30 23:00,155.0,26,29.0,84.2,999.0,20.567870573396863,ne,3.57,0,0
5065,2022/Jul/31 00:00,185.0,26,28.0,82.4,999.0,29.237303551080345,Calm_wind,0.89,0,0
5066,2022/Jul/31 01:00,201.0,26,28.0,82.4,998.0,29.740246672270565,CV,1.78,0,0
5067,2022/Jul/31 02:00,197.0,26,28.0,82.4,998.0,29.61279173106555,NW,1.79,0,0
5068,2022/Jul/31 03:00,201.0,26,27.0,80.6,997.0,33.36515661279902,Calm_wind,0.89,0,0
5069,2022/Jul/31 04:00,208.0,26,28.0,82.4,997.0,31.158878885298986,Calm_wind,1.78,0,0
5070,2022/Jul/31 05:00,242.0,26,28.0,82.4,997.0,36.87836734623745,cv,2.23,0,0
5071,2022/Jul/31 06:00,259.0,27,28.0,82.4,998.0,36.49215301740335,N-W,1.79,0,0
5072,2022/Jul/31 07:00,234.0,27,28.0,82.4,998.0,34.66066109529808,calm,0.89,0,0
5073,2022/Jul/31 08:00,248.0,28,29.0,84.2,998.0,38.4190520904172,CV,1.78,0,0
5074,2022/Jul/31 09:00,281.0,28,30.0,86.0,999.0,39.03925253231751,CV,2.67,0,0
5075,2022/Jul/31 10:00,306.0,24,28.0,82.4,999.0,46.30169018623142,ne,5.81,0,1
5076,2022/Jul/31 11:00,182.0,23,28.0,82.4,1000.0,27.50158214528961,NE,9.83,0,2
5077,2022/Jul/31 12:00,46.0,24,30.0,86.0,1000.0,6.982574911174878,ne,15.64,0,0
5078,2022/Jul/31 13:00,22.0,24,31.0,87.8,1000.0,5.374317797316486,ne,22.79,0,0
5079,2022/Jul/31 14:00,22.0,21,31.0,87.8,1000.0,3.968877029697043,N_E,29.94,0,0
5080,2022/Jul/31 15:00,20.0,20,32.0,89.6,1000.0,5.9561437967128885,NE,35.75,0,0
5081,2022/Jul/31 16:00,21.0,19,31.0,87.8,1001.0,1.1628209688119275,ne,41.56,0,0
5082,2022/Jul/31 17:00,18.0,18,31.0,87.8,1001.0,2.971849134436696,NorthEast,47.37,0,0
5083,2022/Jul/31 18:00,18.0,16,30.0,86.0,1001.0,2.868933572779895,NE,53.18,0,0
5084,2022/Jul/31 19:00,13.0,15,29.0,84.2,1003.0,0.1885089875101602,ne,57.2,0,0
5085,2022/Jul/31 20:00,13.0,16,28.0,82.4,1004.0,3.862590004182693,NW,3.13,0,1
5086,2022/Jul/31 21:00,13.0,17,28.0,82.4,1005.0,6.599346611705636,calm,0.89,0,2
5087,2022/Jul/31 22:00,30.0,19,26.0,78.8,1005.0,4.465987851032338,SouthEast,1.79,0,0
5088,2022/Jul/31 23:00,34.0,21,26.0,78.8,1005.0,6.110042176547534,S-E,3.58,0,0
5089,2022/Aug/01 00:00,44.0,22,25.0,77.0,1006.0,6.769036951630654,SouthEast,5.37,0,0
5090,2022/Aug/01 01:00,22.0,21,26.0,78.8,1006.0,1.872830660185648,se,7.16,0,1
5091,2022/Aug/01 02:00,35.0,22,25.0,77.0,1006.0,1.6084794443959676,SE,8.05,0,0
5092,2022/Aug/01 03:00,53.0,22,24.0,75.2,1006.0,6.538453033809269,S_E,9.84,0,1
5093,2022/Aug/01 04:00,46.0,22,24.0,75.2,1006.0,4.116083238096537,SE,10.73,0,0
5094,2022/Aug/01 05:00,48.0,21,24.0,75.2,1007.0,10.608204156118235,SouthEast,12.52,0,0
5095,2022/Aug/01 06:00,33.0,22,24.0,75.2,1008.0,4.719780612153522,CV,0.45,0,0
5096,2022/Aug/01 07:00,45.0,22,25.0,77.0,1009.0,6.058161341905659,Calm_wind,1.34,0,0
5097,2022/Aug/01 08:00,53.0,22,25.0,77.0,1009.0,9.728307649575612,N_E,1.79,0,0
5098,2022/Aug/01 09:00,57.0,21,27.0,80.6,1010.0,6.306497794288223,N_W,1.79,0,0
5099,2022/Aug/01 10:00,66.0,20,28.0,82.4,1010.0,8.366271923990896,N_W,3.58,0,0
5100,2022/Aug/01 11:00,45.0,20,30.0,86.0,1010.0,6.886144538497242,CV,0.89,0,0
5101,2022/Aug/01 12:00,47.0,16,31.0,87.8,1009.0,9.10753798284696,calm,2.68,0,0
5102,2022/Aug/01 13:00,49.0,14,31.0,87.8,1009.0,8.353370090337576,S-E,4.02,0,0
5103,2022/Aug/01 14:00,27.0,13,31.0,87.8,1009.0,4.546650285031764,SE,8.04,0,0
5104,2022/Aug/01 15:00,30.0,12,30.0,86.0,1009.0,4.656235470472033,S_E,12.06,0,0
5105,2022/Aug/01 16:00,26.0,13,31.0,87.8,1008.0,4.700471711053551,S-E,16.98,0,0
5106,2022/Aug/01 17:00,22.0,13,31.0,87.8,1008.0,3.703305810258509,S-E,20.11,0,0
5107,2022/Aug/01 18:00,25.0,14,29.0,84.2,1008.0,1.6900554504461285,se,23.24,0,0
5108,2022/Aug/01 19:00,28.0,16,27.0,80.6,1008.0,4.292158443266303,S-E,26.37,0,0
5109,2022/Aug/01 20:00,23.0,16,26.0,78.8,1009.0,1.3026226821644946,S_E,28.16,0,0
